SalesID,PropertyID,AgentID,CustomerID,SaleDate,AgreementDate,RegistrationDate,PropertyType,City,BasePrice,DiscountAmount,FinalSalePrice,GSTAmount,RegistrationCharges,TotalDealValue,CommissionPercent,CommissionAmount,SaleType,PaymentType,LoanRequired,BankName,LoanAmount,DownPaymentAmount,State,ProjectName,SaleStatus
125,4888,78,217,2024-01-31,2024-01-11,2024-02-15,Plot,Bangalore,13676200,313903,13362297,668114,801737,14832148,3,400868,Resale,Mixed,Yes,HDFC,1422715,1082234,Maharashtra,Emerald Residency,Agreement Signed
126,684,36,927,2021-12-29,2021-12-09,2022-01-13,Plot,Hyderabad,19054388,195681,18858707,942935,1131522,20933164,3,565761,Resale,Mixed,Yes,Axis,8480878,1178031,Gujarat,Emerald Residency,Lost
127,3492,39,92,2022-10-14,2022-09-24,2022-10-29,Apartment,Mumbai,14063920,5455,14058465,702923,843507,15604895,3,421753,Resale,Loan,Yes,ICICI,5220640,1596796,Tamil Nadu,Urban Park,Booked
128,626,11,173,2021-12-21,2021-12-01,2022-01-05,Villa,Mumbai,16475641,469187,16006454,800322,960387,17767163,3,480193,New Sale,Mixed,No,ICICI,8434676,1948666,Gujarat,Palm Garden,Booked
129,33,67,179,2024-10-30,2024-10-10,2024-11-14,Villa,Delhi,18322815,134503,18188312,909415,1091298,20189025,3,545649,Resale,Loan,No,SBI,9053827,829389,Gujarat,Greenfield Plaza,Cancelled
130,3834,15,966,2025-02-25,2025-02-05,2025-03-12,Villa,Delhi,18715807,72446,18643361,932168,1118601,20694130,1,186433,New Sale,Cash,No,SBI,2691879,2597424,Karnataka,Royal Towers,Agreement Signed
131,3618,91,487,2025-02-25,2025-02-05,2025-03-12,Plot,Bangalore,16033021,427160,15605861,780293,936351,17322505,3,468175,Resale,Cash,No,Kotak,5650361,3023867,Telangana,Golden Residency,Registered
132,4228,22,49,2025-09-30,2025-09-10,2025-10-15,Plot,Pune,7693656,393007,7300649,365032,438038,8103719,1,73006,Resale,Mixed,Yes,HDFC,7462898,3419540,Telangana,Greenfield Plaza,Agreement Signed
133,4989,53,848,2021-11-21,2021-11-01,2021-12-06,Apartment,Delhi,10669348,33055,10636293,531814,638177,11806284,2,212725,New Sale,Loan,Yes,Kotak,4352096,4744078,Tamil Nadu,Skyline Plaza,Lost
134,1374,14,120,2022-07-04,2022-06-14,2022-07-19,Apartment,Chennai,6700214,350926,6349288,317464,380957,7047709,2,126985,Resale,Cash,No,ICICI,1567603,2132494,Gujarat,Golden Plaza,Booked
135,4799,13,641,2022-02-01,2022-01-12,2022-02-16,Plot,Ahmedabad,5169095,206481,4962614,248130,297756,5508500,3,148878,Resale,Mixed,Yes,SBI,3127700,3793466,Karnataka,Urban Residency,Lead
136,2724,24,367,2021-03-12,2021-02-20,2021-03-27,Apartment,Pune,17413596,304845,17108751,855437,1026525,18990713,2,342175,New Sale,Loan,No,ICICI,4984771,3992482,Gujarat,Elite Homes,Cancelled
137,4769,88,830,2021-07-09,2021-06-19,2021-07-24,Apartment,Mumbai,10541553,178108,10363445,518172,621806,11503423,2,207268,Resale,Mixed,No,SBI,5981916,1150893,Maharashtra,Greenfield Residency,Lead
138,1859,74,921,2021-04-18,2021-03-29,2021-05-03,Apartment,Chennai,10661124,241849,10419275,520963,625156,11565394,3,312578,New Sale,Loan,No,ICICI,1341045,2627570,Karnataka,Emerald Residency,Agreement Signed
139,3228,51,546,2025-06-19,2025-05-30,2025-07-04,Villa,Pune,7364323,391425,6972898,348644,418373,7739915,1,69728,New Sale,Loan,No,SBI,4335185,918824,Tamil Nadu,Urban Enclave,Lost
140,2959,100,610,2021-08-29,2021-08-09,2021-09-13,Apartment,Hyderabad,8813842,314582,8499260,424963,509955,9434178,1,84992,Resale,Loan,Yes,Kotak,9063240,1124848,Karnataka,Skyline Heights,Site Visit
141,3225,96,730,2025-03-13,2025-02-21,2025-03-28,Villa,Ahmedabad,16008318,433165,15575153,778757,934509,17288419,3,467254,New Sale,Mixed,No,Axis,4835489,4488737,Gujarat,Skyline Plaza,Registered
142,2362,53,484,2023-10-15,2023-09-25,2023-10-30,Apartment,Chennai,15827480,107639,15719841,785992,943190,17449023,1,157198,New Sale,Loan,Yes,SBI,1350664,2389916,Gujarat,Greenfield Vista,Agreement Signed
143,3988,30,467,2022-02-13,2022-01-24,2022-02-28,Apartment,Delhi,17807416,399895,17407521,870376,1044451,19322348,2,348150,New Sale,Loan,Yes,SBI,1030791,4338910,Maharashtra,Palm Towers,Registered
144,2924,5,7,2023-07-21,2023-07-01,2023-08-05,Apartment,Chennai,6834655,125282,6709373,335468,402562,7447403,3,201281,New Sale,Loan,Yes,HDFC,5990991,3097100,Telangana,Skyline Heights,Registered
145,4702,98,829,2024-09-05,2024-08-16,2024-09-20,Plot,Ahmedabad,4240738,100962,4139776,206988,248386,4595150,2,82795,Resale,Cash,No,SBI,5694781,3525923,Maharashtra,Silver Apartments,Agreement Signed
146,3668,73,314,2025-07-14,2025-06-24,2025-07-29,Villa,Chennai,5883340,177595,5705745,285287,342344,6333376,1,57057,New Sale,Cash,No,HDFC,2934105,3150516,Gujarat,Urban Heights,Cancelled
147,960,47,12,2021-11-19,2021-10-30,2021-12-04,Plot,Hyderabad,13372214,260296,13111918,655595,786715,14554228,1,131119,Resale,Loan,Yes,Kotak,7754243,4079357,Maharashtra,Emerald Vista,Negotiation
148,3302,51,662,2022-11-22,2022-11-02,2022-12-07,Apartment,Mumbai,18231298,417911,17813387,890669,1068803,19772859,2,356267,New Sale,Cash,No,Axis,4758799,3465038,Maharashtra,Palm Enclave,Booked
149,1538,28,539,2024-01-20,2023-12-31,2024-02-04,Apartment,Delhi,18979451,348396,18631055,931552,1117863,20680470,1,186310,New Sale,Cash,Yes,Axis,3669894,2313953,Maharashtra,Emerald Residency,Registered
150,1985,39,935,2022-12-21,2022-12-01,2023-01-05,Apartment,Ahmedabad,18755422,414297,18341125,917056,1100467,20358648,1,183411,New Sale,Loan,Yes,Axis,8072755,4525358,Delhi,Greenfield Vista,Agreement Signed
151,1800,9,934,2025-08-12,2025-07-23,2025-08-27,Apartment,Pune,19872021,137894,19734127,986706,1184047,21904880,1,197341,New Sale,Mixed,Yes,Axis,9489869,643327,Delhi,Greenfield Plaza,Negotiation
152,3997,87,938,2025-09-22,2025-09-02,2025-10-07,Plot,Chennai,16903837,463122,16440715,822035,986442,18249192,3,493221,New Sale,Mixed,No,Axis,3478175,4927750,Karnataka,Urban Garden,Registered
153,792,4,832,2021-02-21,2021-02-01,2021-03-08,Apartment,Bangalore,18633841,171402,18462439,923121,1107746,20493306,3,553873,New Sale,Mixed,No,Axis,1370409,2294589,Gujarat,Urban Towers,Negotiation
154,446,4,551,2022-10-29,2022-10-09,2022-11-13,Villa,Delhi,5561746,31233,5530513,276525,331830,6138868,1,55305,Resale,Cash,Yes,HDFC,8808243,3855419,Telangana,Silver Apartments,Negotiation
155,3494,34,746,2023-01-17,2022-12-28,2023-02-01,Plot,Hyderabad,17490039,129896,17360143,868007,1041608,19269758,2,347202,New Sale,Mixed,No,SBI,5560071,4277955,Delhi,Elite Homes,Site Visit
156,869,58,257,2021-04-01,2021-03-12,2021-04-16,Villa,Ahmedabad,9372556,14903,9357653,467882,561459,10386994,1,93576,Resale,Cash,No,SBI,4619578,704918,Maharashtra,Silver Plaza,Agreement Signed
157,3736,59,108,2023-06-10,2023-05-21,2023-06-25,Villa,Ahmedabad,8411592,172221,8239371,411968,494362,9145701,2,164787,Resale,Loan,No,Kotak,4204278,3517195,Karnataka,Emerald Residency,Lost
158,1233,59,467,2024-07-16,2024-06-26,2024-07-31,Villa,Mumbai,7490577,276481,7214096,360704,432845,8007645,1,72140,Resale,Mixed,No,SBI,2666333,1045986,Telangana,Urban Residency,Agreement Signed
159,6,38,57,2022-12-01,2022-11-11,2022-12-16,Plot,Mumbai,6646194,319441,6326753,316337,379605,7022695,3,189802,Resale,Cash,Yes,Axis,8988321,4292066,Tamil Nadu,Skyline Plaza,Negotiation
160,3134,15,893,2024-05-30,2024-05-10,2024-06-14,Plot,Hyderabad,12762737,455042,12307695,615384,738461,13661540,2,246153,New Sale,Loan,No,Axis,4859043,1243918,Karnataka,Palm Enclave,Cancelled
161,4835,23,965,2022-05-16,2022-04-26,2022-05-31,Apartment,Hyderabad,8585354,478810,8106544,405327,486392,8998263,1,81065,New Sale,Loan,Yes,SBI,9669824,4997600,Telangana,Greenfield Vista,Lost
162,2014,81,788,2023-06-24,2023-06-04,2023-07-09,Villa,Delhi,12929113,93203,12835910,641795,770154,14247859,1,128359,New Sale,Cash,No,Kotak,5451175,3534749,Telangana,Greenfield Vista,Cancelled
163,3806,25,678,2022-06-06,2022-05-17,2022-06-21,Apartment,Bangalore,19241634,43161,19198473,959923,1151908,21310304,1,191984,New Sale,Loan,Yes,Axis,2120107,1812213,Karnataka,Sunrise Heights,Site Visit
164,2960,53,812,2022-01-13,2021-12-24,2022-01-28,Apartment,Ahmedabad,10327700,467547,9860153,493007,591609,10944769,1,98601,Resale,Mixed,Yes,HDFC,4781121,4111153,Tamil Nadu,Urban Heights,Site Visit
165,2845,42,192,2024-08-18,2024-07-29,2024-09-02,Apartment,Bangalore,12273745,157852,12115893,605794,726953,13448640,2,242317,New Sale,Cash,No,Axis,8251809,1690568,Telangana,Elite Park,Booked
166,1817,40,26,2023-03-20,2023-02-28,2023-04-04,Villa,Ahmedabad,14620518,198105,14422413,721120,865344,16008877,2,288448,New Sale,Loan,No,Axis,4933879,850172,Gujarat,Silver Enclave,Registered
167,4683,45,155,2021-07-31,2021-07-11,2021-08-15,Apartment,Chennai,7648003,344125,7303878,365193,438232,8107303,2,146077,New Sale,Loan,Yes,SBI,8845749,1979020,Karnataka,Royal Residency,Registered
168,4676,62,898,2022-07-31,2022-07-11,2022-08-15,Plot,Chennai,19957627,97081,19860546,993027,1191632,22045205,3,595816,Resale,Cash,No,HDFC,3297708,2222434,Telangana,Palm Enclave,Lead
169,4139,79,875,2022-03-17,2022-02-25,2022-04-01,Apartment,Chennai,11307157,209097,11098060,554903,665883,12318846,1,110980,Resale,Cash,Yes,HDFC,4018831,951729,Karnataka,Urban Heights,Registered
170,1989,63,416,2023-07-01,2023-06-11,2023-07-16,Apartment,Hyderabad,10404201,442525,9961676,498083,597700,11057459,2,199233,New Sale,Cash,No,HDFC,8232474,1228965,Karnataka,Royal Towers,Site Visit
171,3017,55,117,2022-01-07,2021-12-18,2022-01-22,Apartment,Pune,5316081,188350,5127731,256386,307663,5691780,2,102554,New Sale,Loan,No,Kotak,4822811,1903928,Maharashtra,Urban Residency,Cancelled
172,2946,70,363,2023-08-02,2023-07-13,2023-08-17,Villa,Hyderabad,18871443,32415,18839028,941951,1130341,20911320,3,565170,New Sale,Cash,Yes,ICICI,6024212,520156,Tamil Nadu,Greenfield Residency,Agreement Signed
173,3721,95,503,2024-03-28,2024-03-08,2024-04-12,Apartment,Hyderabad,5485325,318083,5167242,258362,310034,5735638,1,51672,Resale,Cash,No,HDFC,7186153,3468473,Delhi,Greenfield Residency,Agreement Signed
174,692,24,611,2024-11-26,2024-11-06,2024-12-11,Plot,Hyderabad,14844926,447887,14397039,719851,863822,15980712,2,287940,Resale,Loan,Yes,Axis,4805749,889854,Telangana,Elite Park,Lost
175,2976,47,476,2024-11-01,2024-10-12,2024-11-16,Apartment,Delhi,4264059,222435,4041624,202081,242497,4486202,1,40416,New Sale,Cash,Yes,SBI,9029985,3702410,Gujarat,Palm Towers,Site Visit
176,121,9,563,2022-07-12,2022-06-22,2022-07-27,Apartment,Delhi,8925990,208305,8717685,435884,523061,9676630,3,261530,New Sale,Cash,Yes,SBI,5460171,4338760,Telangana,Skyline Residency,Lost
177,4312,43,614,2021-04-23,2021-04-03,2021-05-08,Plot,Chennai,7496838,412934,7083904,354195,425034,7863133,3,212517,Resale,Cash,Yes,ICICI,2589533,4428790,Maharashtra,Silver Enclave,Negotiation
178,4214,32,830,2021-08-02,2021-07-13,2021-08-17,Villa,Mumbai,7003784,123911,6879873,343993,412792,7636658,3,206396,New Sale,Mixed,Yes,Axis,1232712,3096038,Tamil Nadu,Emerald Garden,Lead
179,223,29,729,2023-11-07,2023-10-18,2023-11-22,Villa,Bangalore,5258512,96834,5161678,258083,309700,5729461,1,51616,New Sale,Loan,Yes,Kotak,5142899,589891,Gujarat,Royal Residency,Negotiation
180,4782,40,825,2023-11-28,2023-11-08,2023-12-13,Apartment,Hyderabad,12045363,320056,11725307,586265,703518,13015090,3,351759,New Sale,Cash,No,Axis,9685817,4683254,Tamil Nadu,Emerald Vista,Lead
181,1385,32,948,2021-11-20,2021-10-31,2021-12-05,Villa,Pune,8742038,388656,8353382,417669,501202,9272253,3,250601,Resale,Loan,Yes,SBI,5667387,2477270,Maharashtra,Sunrise Towers,Cancelled
182,523,58,381,2024-09-09,2024-08-20,2024-09-24,Villa,Pune,11159068,57992,11101076,555053,666064,12322193,3,333032,Resale,Mixed,No,SBI,5043111,3719707,Gujarat,Golden Towers,Negotiation
183,2439,35,697,2022-12-28,2022-12-08,2023-01-12,Apartment,Ahmedabad,8508289,411216,8097073,404853,485824,8987750,3,242912,Resale,Cash,Yes,Kotak,8923561,1385012,Tamil Nadu,Greenfield Vista,Booked
184,4098,100,166,2022-05-13,2022-04-23,2022-05-28,Apartment,Pune,13113145,98011,13015134,650756,780908,14446798,3,390454,New Sale,Cash,No,ICICI,6810020,3891749,Gujarat,Urban Homes,Site Visit
185,3936,29,295,2023-12-12,2023-11-22,2023-12-27,Villa,Mumbai,6657016,66910,6590106,329505,395406,7315017,3,197703,Resale,Mixed,Yes,ICICI,9771950,4654608,Karnataka,Greenfield Garden,Site Visit
186,171,78,310,2024-06-04,2024-05-15,2024-06-19,Apartment,Pune,4073840,4986,4068854,203442,244131,4516427,2,81377,New Sale,Loan,Yes,Axis,6801738,855290,Delhi,Elite Enclave,Booked
187,3910,14,59,2024-04-06,2024-03-17,2024-04-21,Plot,Delhi,15442223,361583,15080640,754032,904838,16739510,1,150806,New Sale,Cash,No,HDFC,8604318,4861831,Maharashtra,Sunrise Vista,Booked
188,3306,82,201,2021-03-05,2021-02-13,2021-03-20,Villa,Hyderabad,16028871,371780,15657091,782854,939425,17379370,3,469712,New Sale,Cash,Yes,SBI,6297900,3085380,Gujarat,Golden Garden,Cancelled
189,945,59,697,2024-11-08,2024-10-19,2024-11-23,Plot,Delhi,9359537,255805,9103732,455186,546223,10105141,2,182074,Resale,Cash,No,ICICI,8354439,2716833,Karnataka,Palm Towers,Site Visit
190,925,30,826,2023-04-10,2023-03-21,2023-04-25,Plot,Hyderabad,6919567,364553,6555014,327750,393300,7276064,1,65550,Resale,Mixed,No,Kotak,4572285,708271,Karnataka,Golden Towers,Lost
191,605,53,256,2021-08-27,2021-08-07,2021-09-11,Villa,Pune,16086424,96948,15989476,799473,959368,17748317,2,319789,New Sale,Loan,Yes,Kotak,9264845,3087008,Gujarat,Sunrise Towers,Booked
192,2851,9,814,2022-07-23,2022-07-03,2022-08-07,Plot,Hyderabad,19606766,125509,19481257,974062,1168875,21624194,3,584437,Resale,Loan,Yes,HDFC,2757497,4742812,Maharashtra,Palm Heights,Negotiation
193,1306,64,6,2024-07-14,2024-06-24,2024-07-29,Plot,Chennai,8729302,3592,8725710,436285,523542,9685537,3,261771,Resale,Cash,Yes,Kotak,2129546,4258200,Tamil Nadu,Palm Enclave,Agreement Signed
194,1128,9,67,2023-11-02,2023-10-13,2023-11-17,Villa,Pune,17757629,289851,17467778,873388,1048066,19389232,3,524033,Resale,Loan,Yes,Axis,7891848,2756459,Telangana,Emerald Residency,Negotiation
195,930,40,1000,2021-07-21,2021-07-01,2021-08-05,Apartment,Mumbai,19871155,31998,19839157,991957,1190349,22021463,2,396783,New Sale,Loan,Yes,Kotak,5957959,1290268,Tamil Nadu,Golden Plaza,Agreement Signed
196,1294,26,361,2021-01-25,2021-01-05,2021-02-09,Villa,Bangalore,6999646,344811,6654835,332741,399290,7386866,3,199645,New Sale,Mixed,No,Axis,5394512,2296035,Maharashtra,Silver Enclave,Booked
197,1894,48,975,2025-05-23,2025-05-03,2025-06-07,Plot,Pune,4264804,337487,3927317,196365,235639,4359321,3,117819,Resale,Loan,Yes,Kotak,7542186,2130815,Maharashtra,Skyline Enclave,Agreement Signed
198,2012,40,653,2021-03-04,2021-02-12,2021-03-19,Plot,Bangalore,10893434,28020,10865414,543270,651924,12060608,3,325962,Resale,Loan,No,SBI,8087123,3198669,Maharashtra,Palm Towers,Lost
199,2292,39,201,2025-06-19,2025-05-30,2025-07-04,Plot,Delhi,6174939,24930,6150009,307500,369000,6826509,2,123000,Resale,Cash,Yes,Kotak,5193374,2205357,Gujarat,Greenfield Plaza,Lost
200,2509,82,229,2022-07-14,2022-06-24,2022-07-29,Plot,Delhi,8218712,58306,8160406,408020,489624,9058050,1,81604,Resale,Mixed,No,Kotak,5577635,636229,Karnataka,Royal Residency,Agreement Signed
201,2890,17,403,2025-10-15,2025-09-25,2025-10-30,Plot,Mumbai,4362284,487757,3874527,193726,232471,4300724,3,116235,New Sale,Cash,Yes,Axis,9736153,807902,Gujarat,Royal Residency,Registered
202,3798,51,929,2025-04-16,2025-03-27,2025-05-01,Plot,Ahmedabad,11753063,418991,11334072,566703,680044,12580819,1,113340,New Sale,Loan,Yes,ICICI,9858586,707246,Telangana,Royal Residency,Agreement Signed
203,345,69,934,2023-08-11,2023-07-22,2023-08-26,Plot,Mumbai,10407548,173979,10233569,511678,614014,11359261,3,307007,New Sale,Mixed,Yes,ICICI,7014652,4867319,Telangana,Greenfield Vista,Negotiation
204,4847,84,77,2021-12-25,2021-12-05,2022-01-09,Apartment,Ahmedabad,14671796,475923,14195873,709793,851752,15757418,1,141958,New Sale,Mixed,No,Axis,1970733,3791505,Gujarat,Urban Heights,Registered
205,857,82,102,2023-11-07,2023-10-18,2023-11-22,Apartment,Chennai,16449295,91560,16357735,817886,981464,18157085,2,327154,New Sale,Loan,No,ICICI,5422002,1913089,Telangana,Skyline Plaza,Lost
206,1018,8,749,2023-01-11,2022-12-22,2023-01-26,Villa,Pune,4198159,248172,3949987,197499,236999,4384485,3,118499,Resale,Cash,No,ICICI,4631785,748115,Tamil Nadu,Elite Homes,Booked
207,236,98,867,2024-08-06,2024-07-17,2024-08-21,Plot,Ahmedabad,11649506,324377,11325129,566256,679507,12570892,3,339753,New Sale,Mixed,No,Axis,1871462,1507371,Telangana,Sunrise Heights,Registered
208,1672,53,902,2022-08-26,2022-08-06,2022-09-10,Villa,Ahmedabad,12179232,299999,11879233,593961,712753,13185947,2,237584,New Sale,Loan,Yes,Kotak,5454350,1656207,Delhi,Royal Towers,Negotiation
209,3189,30,493,2024-10-30,2024-10-10,2024-11-14,Plot,Mumbai,15044452,383246,14661206,733060,879672,16273938,3,439836,Resale,Mixed,No,Axis,6342234,3604104,Delhi,Skyline Vista,Lost
210,4812,94,584,2021-04-25,2021-04-05,2021-05-10,Apartment,Pune,8313989,409994,7903995,395199,474239,8773433,3,237119,New Sale,Loan,Yes,Axis,1904941,2542226,Tamil Nadu,Urban Heights,Lost
211,1868,51,793,2022-08-14,2022-07-25,2022-08-29,Villa,Bangalore,12995275,75187,12920088,646004,775205,14341297,1,129200,Resale,Mixed,Yes,HDFC,5946018,2386208,Maharashtra,Skyline Park,Cancelled
212,4194,97,64,2025-01-11,2024-12-22,2025-01-26,Apartment,Ahmedabad,19250573,9609,19240964,962048,1154457,21357469,1,192409,Resale,Loan,Yes,Axis,6491041,3362852,Gujarat,Silver Apartments,Booked
213,2741,72,298,2023-08-02,2023-07-13,2023-08-17,Villa,Ahmedabad,7279023,220015,7059008,352950,423540,7835498,3,211770,New Sale,Loan,No,Kotak,7955636,1696531,Karnataka,Skyline Residency,Registered
214,434,52,308,2024-11-10,2024-10-21,2024-11-25,Villa,Pune,8212530,293851,7918679,395933,475120,8789732,2,158373,Resale,Loan,Yes,Kotak,1705015,1131098,Tamil Nadu,Emerald Residency,Cancelled
215,246,62,254,2023-01-07,2022-12-18,2023-01-22,Villa,Chennai,8758993,498149,8260844,413042,495650,9169536,1,82608,New Sale,Mixed,Yes,ICICI,9273354,1564675,Gujarat,Royal Residency,Lost
216,130,36,302,2023-03-06,2023-02-14,2023-03-21,Apartment,Mumbai,7617566,301202,7316364,365818,438981,8121163,2,146327,New Sale,Loan,No,ICICI,9288166,581056,Karnataka,Golden Towers,Booked
217,2691,34,37,2024-11-03,2024-10-14,2024-11-18,Villa,Ahmedabad,7710572,311031,7399541,369977,443972,8213490,2,147990,Resale,Mixed,Yes,Axis,1985100,4899387,Karnataka,Urban Enclave,Agreement Signed
218,1422,1,179,2023-06-18,2023-05-29,2023-07-03,Villa,Ahmedabad,7776653,90701,7685952,384297,461157,8531406,3,230578,New Sale,Loan,No,SBI,7121958,1582880,Karnataka,Silver Enclave,Booked
219,1869,71,919,2024-07-17,2024-06-27,2024-08-01,Plot,Hyderabad,18800536,121540,18678996,933949,1120739,20733684,3,560369,Resale,Cash,Yes,SBI,2554601,2826344,Karnataka,Silver Plaza,Cancelled
220,330,90,414,2022-07-15,2022-06-25,2022-07-30,Villa,Bangalore,18257669,497606,17760063,888003,1065603,19713669,1,177600,New Sale,Cash,Yes,Axis,7851958,1713512,Delhi,Greenfield Garden,Negotiation
221,2954,40,664,2023-02-08,2023-01-19,2023-02-23,Apartment,Delhi,16758972,399027,16359945,817997,981596,18159538,3,490798,Resale,Loan,Yes,ICICI,7020065,3657450,Maharashtra,Royal Residency,Site Visit
222,1066,80,230,2024-04-22,2024-04-02,2024-05-07,Villa,Hyderabad,10745936,378767,10367169,518358,622030,11507557,2,207343,Resale,Mixed,No,Kotak,8021120,3454894,Tamil Nadu,Palm Enclave,Agreement Signed
223,2568,5,311,2024-11-01,2024-10-12,2024-11-16,Plot,Delhi,17213535,228252,16985283,849264,1019116,18853663,3,509558,New Sale,Loan,Yes,HDFC,2976333,2919231,Delhi,Royal Residency,Lead
224,1512,60,576,2021-07-08,2021-06-18,2021-07-23,Villa,Bangalore,16391389,212238,16179151,808957,970749,17958857,1,161791,Resale,Mixed,No,SBI,6432573,3938762,Karnataka,Skyline Heights,Lead
225,307,8,888,2021-01-17,2020-12-28,2021-02-01,Apartment,Pune,4016156,230255,3785901,189295,227154,4202350,3,113577,Resale,Loan,Yes,ICICI,2240059,3784550,Karnataka,Sunrise Apartments,Negotiation
226,4556,39,520,2021-04-04,2021-03-15,2021-04-19,Plot,Mumbai,18013903,68978,17944925,897246,1076695,19918866,2,358898,New Sale,Mixed,Yes,ICICI,1041374,1024205,Karnataka,Urban Residency,Registered
227,2307,58,880,2021-12-25,2021-12-05,2022-01-09,Apartment,Ahmedabad,14546027,331545,14214482,710724,852868,15778074,1,142144,New Sale,Cash,Yes,Kotak,6883701,912450,Maharashtra,Greenfield Garden,Lead
228,3564,2,361,2022-01-17,2021-12-28,2022-02-01,Apartment,Delhi,5926445,107669,5818776,290938,349126,6458840,3,174563,New Sale,Mixed,No,SBI,2175254,4814416,Karnataka,Emerald Enclave,Registered
229,2257,76,856,2022-02-04,2022-01-15,2022-02-19,Plot,Delhi,10691011,183648,10507363,525368,630441,11663172,1,105073,Resale,Cash,Yes,SBI,7238575,2220786,Karnataka,Skyline Park,Agreement Signed
230,1207,96,592,2023-03-07,2023-02-15,2023-03-22,Villa,Mumbai,9660746,231265,9429481,471474,565768,10466723,3,282884,Resale,Mixed,Yes,SBI,9701480,3088253,Maharashtra,Greenfield Plaza,Cancelled
231,2021,6,115,2024-09-30,2024-09-10,2024-10-15,Plot,Hyderabad,18625013,155526,18469487,923474,1108169,20501130,1,184694,New Sale,Cash,No,HDFC,8964210,994126,Telangana,Urban Heights,Agreement Signed
232,1603,39,953,2021-04-15,2021-03-26,2021-04-30,Villa,Hyderabad,18700940,277015,18423925,921196,1105435,20450556,1,184239,Resale,Loan,No,Axis,4857988,3345479,Delhi,Emerald Residency,Negotiation
233,1263,7,61,2025-07-18,2025-06-28,2025-08-02,Villa,Bangalore,9508785,108971,9399814,469990,563988,10433792,3,281994,New Sale,Loan,No,ICICI,9811638,1034585,Maharashtra,Palm Towers,Agreement Signed
