LeadID,CustomerID,AgentID,LeadCreatedDate,FirstContactDate,LastFollowUpDate,LeadSource,LeadType,LeadStatus,InterestedPropertyType,PreferredCity,BudgetMin,BudgetMax,ConvertedToSale,ConvertedToLease,ConversionDate
207,572,14,2021-08-04,2021-08-06,2021-08-19,Referral,Buy,Closed,Apartment,Delhi,2767934,8770745,No,No,
208,740,29,2024-05-27,2024-05-29,2024-06-11,Walk-in,Rent,Lost,Plot,Hyderabad,4638433,8722864,Yes,No,2024-06-26
209,765,51,2024-06-08,2024-06-10,2024-06-23,Referral,Buy,Closed,Apartment,Pune,4167961,13734475,Yes,No,2024-07-08
210,116,77,2022-06-30,2022-07-02,2022-07-15,Walk-in,Buy,Closed,Apartment,Mumbai,4721958,14755603,No,No,
211,584,16,2023-07-22,2023-07-24,2023-08-06,Referral,Rent,Lost,Villa,Hyderabad,3452741,12096475,Yes,No,2023-08-21
212,828,53,2024-02-17,2024-02-19,2024-03-03,Website,Rent,Closed,Apartment,Bangalore,2787734,10219777,No,No,
213,692,74,2023-08-08,2023-08-10,2023-08-23,Walk-in,Rent,Lost,Apartment,Mumbai,2298522,6950551,No,No,
214,395,78,2024-02-25,2024-02-27,2024-03-11,Ads,Rent,New,Villa,Bangalore,3514266,12181837,Yes,No,2024-03-26
215,960,87,2025-04-20,2025-04-22,2025-05-05,Walk-in,Buy,Closed,Plot,Pune,4297262,11053882,No,No,
216,919,47,2024-12-16,2024-12-18,2024-12-31,Ads,Rent,In Progress,Villa,Ahmedabad,2870506,15746850,No,No,
217,581,18,2021-10-14,2021-10-16,2021-10-29,Ads,Buy,In Progress,Apartment,Chennai,4059812,12639598,Yes,Yes,2021-11-13
218,277,57,2025-09-06,2025-09-08,2025-09-21,Website,Buy,In Progress,Villa,Hyderabad,2699044,13272363,Yes,Yes,2025-10-06
219,967,70,2024-07-22,2024-07-24,2024-08-06,Walk-in,Buy,New,Plot,Hyderabad,3363188,6428960,Yes,Yes,2024-08-21
220,553,44,2024-01-31,2024-02-02,2024-02-15,Referral,Buy,In Progress,Apartment,Delhi,3508126,14763798,Yes,No,2024-03-01
221,77,100,2023-07-03,2023-07-05,2023-07-18,Referral,Buy,Closed,Plot,Mumbai,4558049,9498121,Yes,Yes,2023-08-02
222,374,77,2021-09-05,2021-09-07,2021-09-20,Walk-in,Rent,New,Plot,Pune,2155339,19340016,No,No,
223,311,42,2024-07-31,2024-08-02,2024-08-15,Website,Buy,In Progress,Apartment,Pune,2955431,14638574,No,No,
224,901,42,2021-08-29,2021-08-31,2021-09-13,Walk-in,Rent,In Progress,Plot,Bangalore,4029600,13609158,Yes,Yes,2021-09-28
225,202,68,2022-01-01,2022-01-03,2022-01-16,Ads,Rent,Closed,Plot,Chennai,4338845,18610684,No,No,
226,542,75,2024-10-08,2024-10-10,2024-10-23,Walk-in,Rent,New,Plot,Hyderabad,2430403,19983356,No,No,
227,701,14,2025-03-01,2025-03-03,2025-03-16,Website,Buy,Lost,Villa,Delhi,3018479,11222360,No,No,
228,384,75,2021-10-31,2021-11-02,2021-11-15,Ads,Buy,New,Apartment,Pune,4577446,12768979,Yes,Yes,2021-11-30
229,366,4,2022-08-12,2022-08-14,2022-08-27,Website,Rent,Lost,Plot,Bangalore,2292065,14162058,No,No,
230,713,91,2022-04-28,2022-04-30,2022-05-13,Referral,Buy,Closed,Plot,Delhi,4844129,15631860,No,No,
231,168,42,2025-10-25,2025-10-27,2025-11-09,Referral,Buy,In Progress,Apartment,Pune,4361480,8900235,No,No,
232,791,52,2022-07-28,2022-07-30,2022-08-12,Ads,Buy,Closed,Apartment,Bangalore,3013338,9620886,Yes,Yes,2022-08-27
233,608,95,2023-05-23,2023-05-25,2023-06-07,Walk-in,Buy,In Progress,Plot,Chennai,3537481,6091529,No,No,
234,870,72,2025-07-04,2025-07-06,2025-07-19,Walk-in,Buy,New,Villa,Bangalore,4180474,6255189,Yes,Yes,2025-08-03
235,100,34,2024-12-11,2024-12-13,2024-12-26,Referral,Rent,Lost,Apartment,Pune,4575050,17772647,Yes,Yes,2025-01-10
236,28,2,2024-07-31,2024-08-02,2024-08-15,Website,Buy,In Progress,Apartment,Delhi,3165155,7213809,Yes,No,2024-08-30
237,987,55,2024-08-16,2024-08-18,2024-08-31,Ads,Rent,Closed,Plot,Pune,3855389,12858680,No,No,
238,198,59,2022-07-08,2022-07-10,2022-07-23,Walk-in,Rent,Lost,Apartment,Hyderabad,2713249,9609749,Yes,No,2022-08-07
239,151,15,2021-06-06,2021-06-08,2021-06-21,Referral,Rent,Lost,Villa,Chennai,3361238,13234720,No,No,
240,131,63,2025-08-01,2025-08-03,2025-08-16,Referral,Buy,In Progress,Villa,Pune,4092848,12471387,No,No,
241,270,84,2023-01-20,2023-01-22,2023-02-04,Website,Rent,Lost,Plot,Chennai,3937279,13209637,Yes,No,2023-02-19
242,136,43,2025-11-25,2025-11-27,2025-12-10,Website,Buy,Closed,Plot,Bangalore,4425279,10862787,Yes,Yes,2025-12-25
243,299,45,2022-08-22,2022-08-24,2022-09-06,Website,Rent,Closed,Apartment,Bangalore,3255017,7657657,No,No,
244,127,80,2025-11-01,2025-11-03,2025-11-16,Ads,Rent,Lost,Plot,Ahmedabad,3513925,16000292,Yes,No,2025-12-01
245,472,24,2025-01-30,2025-02-01,2025-02-14,Website,Rent,New,Plot,Hyderabad,3018858,8451320,No,No,
246,264,81,2023-02-05,2023-02-07,2023-02-20,Ads,Buy,Lost,Plot,Pune,3454022,8356630,Yes,Yes,2023-03-07
247,741,86,2023-11-21,2023-11-23,2023-12-06,Ads,Rent,New,Plot,Hyderabad,3352708,10682444,No,No,
248,246,2,2021-10-12,2021-10-14,2021-10-27,Walk-in,Rent,New,Villa,Bangalore,4090736,8058073,No,No,
249,818,17,2021-03-13,2021-03-15,2021-03-28,Referral,Buy,New,Apartment,Chennai,4901764,7466307,No,No,
250,569,40,2024-11-19,2024-11-21,2024-12-04,Walk-in,Buy,Closed,Villa,Pune,2880285,9053584,No,No,
251,478,33,2025-05-30,2025-06-01,2025-06-14,Ads,Buy,Closed,Apartment,Bangalore,2435622,16996813,No,No,
252,8,28,2025-10-13,2025-10-15,2025-10-28,Website,Buy,Lost,Villa,Pune,4296789,6445766,No,No,
253,142,49,2022-03-15,2022-03-17,2022-03-30,Referral,Buy,Lost,Plot,Chennai,4528253,17743922,No,No,
254,644,97,2021-10-17,2021-10-19,2021-11-01,Walk-in,Rent,Lost,Plot,Ahmedabad,2696075,18023789,No,No,
255,534,64,2023-10-02,2023-10-04,2023-10-17,Referral,Rent,New,Villa,Delhi,3418837,14834399,No,No,
256,190,63,2022-05-10,2022-05-12,2022-05-25,Ads,Rent,New,Plot,Mumbai,4496384,13517774,No,No,
257,71,93,2023-10-08,2023-10-10,2023-10-23,Website,Buy,New,Plot,Ahmedabad,3404287,6600420,No,No,
258,923,43,2024-12-25,2024-12-27,2025-01-09,Referral,Rent,Lost,Plot,Bangalore,3998950,18337871,No,No,
259,22,61,2025-10-01,2025-10-03,2025-10-16,Ads,Rent,In Progress,Plot,Hyderabad,3174517,8968575,Yes,No,2025-10-31
260,685,5,2022-09-02,2022-09-04,2022-09-17,Ads,Rent,In Progress,Villa,Pune,3653543,16957028,Yes,No,2022-10-02
261,171,35,2023-06-01,2023-06-03,2023-06-16,Website,Rent,New,Villa,Chennai,3569482,9510325,Yes,No,2023-07-01
262,21,47,2021-05-23,2021-05-25,2021-06-07,Referral,Buy,In Progress,Apartment,Hyderabad,4530673,9002053,No,No,
263,210,84,2025-05-17,2025-05-19,2025-06-01,Website,Rent,Closed,Apartment,Pune,3548353,13962550,Yes,Yes,2025-06-16
264,176,93,2025-02-19,2025-02-21,2025-03-06,Website,Rent,Lost,Plot,Pune,3827000,15596519,Yes,Yes,2025-03-21
265,383,55,2023-08-30,2023-09-01,2023-09-14,Website,Rent,Lost,Villa,Delhi,2052307,19505856,Yes,No,2023-09-29
266,501,54,2022-01-19,2022-01-21,2022-02-03,Walk-in,Buy,In Progress,Apartment,Bangalore,2349998,17710374,Yes,Yes,2022-02-18
267,974,11,2021-05-25,2021-05-27,2021-06-09,Website,Buy,Lost,Villa,Hyderabad,4603616,16664222,No,No,
268,71,42,2025-09-01,2025-09-03,2025-09-16,Referral,Rent,New,Plot,Mumbai,4508970,12741990,Yes,Yes,2025-10-01
269,931,3,2023-08-23,2023-08-25,2023-09-07,Walk-in,Buy,Closed,Villa,Hyderabad,3062529,12204779,Yes,Yes,2023-09-22
270,191,63,2025-06-16,2025-06-18,2025-07-01,Ads,Buy,Closed,Plot,Bangalore,3524771,14072123,Yes,Yes,2025-07-16
271,255,46,2022-02-07,2022-02-09,2022-02-22,Walk-in,Rent,In Progress,Villa,Chennai,2594172,18580792,No,No,
272,103,93,2025-09-14,2025-09-16,2025-09-29,Walk-in,Rent,New,Villa,Bangalore,2997607,17187291,Yes,No,2025-10-14
273,780,74,2022-01-22,2022-01-24,2022-02-06,Walk-in,Rent,Closed,Plot,Mumbai,3893051,17476405,Yes,Yes,2022-02-21
274,109,22,2022-07-19,2022-07-21,2022-08-03,Ads,Buy,Lost,Villa,Delhi,4326343,13602118,Yes,No,2022-08-18
275,312,37,2024-12-05,2024-12-07,2024-12-20,Walk-in,Rent,New,Plot,Pune,4495673,18819242,Yes,No,2025-01-04
276,61,63,2024-11-26,2024-11-28,2024-12-11,Ads,Rent,In Progress,Plot,Chennai,4578995,14953352,No,No,
277,803,41,2024-04-18,2024-04-20,2024-05-03,Walk-in,Rent,In Progress,Apartment,Bangalore,2474291,7093640,No,No,
278,662,30,2024-07-18,2024-07-20,2024-08-02,Referral,Rent,In Progress,Apartment,Mumbai,4409638,17586714,No,No,
279,219,12,2021-02-18,2021-02-20,2021-03-05,Referral,Rent,Closed,Plot,Ahmedabad,2813272,8618012,Yes,No,2021-03-20
280,306,25,2025-02-04,2025-02-06,2025-02-19,Referral,Rent,New,Apartment,Delhi,2837103,13893918,No,No,
281,868,42,2025-12-11,2025-12-13,2025-12-26,Referral,Buy,Closed,Villa,Pune,3382903,12363000,No,No,
282,439,77,2021-10-06,2021-10-08,2021-10-21,Ads,Rent,In Progress,Apartment,Hyderabad,4002875,18636269,Yes,No,2021-11-05
283,603,36,2021-10-05,2021-10-07,2021-10-20,Walk-in,Buy,In Progress,Apartment,Hyderabad,2735684,18517281,No,No,
284,345,43,2023-05-24,2023-05-26,2023-06-08,Ads,Buy,Closed,Apartment,Mumbai,4252387,19226678,No,No,
285,868,28,2024-04-28,2024-04-30,2024-05-13,Referral,Rent,In Progress,Villa,Mumbai,2866766,18898261,No,No,
286,179,76,2021-02-20,2021-02-22,2021-03-07,Website,Rent,Closed,Apartment,Chennai,2367593,12482896,Yes,Yes,2021-03-22
287,570,51,2022-08-18,2022-08-20,2022-09-02,Walk-in,Buy,Lost,Apartment,Hyderabad,2968548,7472359,No,No,
288,302,35,2025-09-20,2025-09-22,2025-10-05,Website,Rent,Closed,Plot,Chennai,4136237,9298207,No,No,
289,420,60,2025-06-04,2025-06-06,2025-06-19,Walk-in,Rent,Closed,Villa,Bangalore,2104291,6473083,No,No,
290,319,76,2021-12-01,2021-12-03,2021-12-16,Referral,Buy,Lost,Apartment,Hyderabad,2781462,12028822,No,No,
291,177,13,2022-01-20,2022-01-22,2022-02-04,Ads,Buy,New,Villa,Ahmedabad,4114622,6637283,Yes,Yes,2022-02-19
292,706,32,2025-04-17,2025-04-19,2025-05-02,Ads,Buy,Lost,Plot,Delhi,4440056,17998329,Yes,No,2025-05-17
293,712,25,2024-08-19,2024-08-21,2024-09-03,Ads,Rent,New,Plot,Delhi,3752295,6574546,Yes,No,2024-09-18
294,513,83,2022-10-29,2022-10-31,2022-11-13,Referral,Buy,In Progress,Apartment,Hyderabad,3621016,9758826,No,No,
295,434,98,2024-04-22,2024-04-24,2024-05-07,Referral,Buy,Lost,Plot,Hyderabad,2601479,12734146,Yes,No,2024-05-22
296,832,15,2024-05-13,2024-05-15,2024-05-28,Walk-in,Buy,Closed,Plot,Mumbai,3734466,7659843,No,No,
297,473,81,2023-10-29,2023-10-31,2023-11-13,Website,Rent,Lost,Plot,Hyderabad,4434161,17497828,No,No,
298,961,39,2021-03-27,2021-03-29,2021-04-11,Website,Buy,New,Plot,Hyderabad,3339486,17630024,Yes,No,2021-04-26
299,355,53,2021-03-03,2021-03-05,2021-03-18,Walk-in,Buy,Lost,Villa,Hyderabad,3405779,11363332,Yes,Yes,2021-04-02
300,208,83,2025-06-04,2025-06-06,2025-06-19,Walk-in,Buy,Closed,Villa,Ahmedabad,2954479,16935028,No,No,
301,604,22,2025-12-10,2025-12-12,2025-12-25,Ads,Rent,New,Apartment,Hyderabad,3399116,7244001,Yes,No,2026-01-09
302,356,7,2024-11-26,2024-11-28,2024-12-11,Referral,Rent,Lost,Villa,Mumbai,4957006,8546264,Yes,Yes,2024-12-26
303,621,77,2021-05-15,2021-05-17,2021-05-30,Walk-in,Rent,Closed,Villa,Mumbai,4049802,15266486,Yes,No,2021-06-14
304,131,43,2024-10-14,2024-10-16,2024-10-29,Referral,Rent,Closed,Villa,Hyderabad,3277910,6346000,Yes,Yes,2024-11-13
305,190,77,2024-05-18,2024-05-20,2024-06-02,Walk-in,Rent,Closed,Apartment,Bangalore,4488157,10239025,Yes,Yes,2024-06-17
306,659,32,2025-06-04,2025-06-06,2025-06-19,Website,Rent,New,Apartment,Delhi,4648024,10435275,No,No,
307,349,51,2022-03-31,2022-04-02,2022-04-15,Website,Rent,New,Villa,Mumbai,4643718,9828766,No,No,
308,725,11,2023-09-02,2023-09-04,2023-09-17,Referral,Rent,In Progress,Villa,Ahmedabad,4625030,12480066,Yes,Yes,2023-10-02
309,282,6,2021-10-08,2021-10-10,2021-10-23,Website,Rent,Closed,Plot,Pune,3738201,14847875,No,No,
310,611,84,2025-10-24,2025-10-26,2025-11-08,Referral,Buy,Lost,Villa,Ahmedabad,4128472,6932965,Yes,No,2025-11-23
311,420,1,2021-06-11,2021-06-13,2021-06-26,Website,Buy,In Progress,Villa,Ahmedabad,3441047,11963478,No,No,
312,713,18,2021-05-02,2021-05-04,2021-05-17,Referral,Rent,Lost,Plot,Chennai,4931752,17686067,No,No,
313,91,35,2023-10-24,2023-10-26,2023-11-08,Walk-in,Buy,In Progress,Villa,Bangalore,3087507,10870518,No,No,
314,524,9,2021-11-04,2021-11-06,2021-11-19,Referral,Rent,New,Plot,Ahmedabad,4072105,17824407,No,No,
315,406,41,2023-02-26,2023-02-28,2023-03-13,Website,Rent,Closed,Plot,Bangalore,4472916,17434443,Yes,Yes,2023-03-28
316,213,54,2021-08-03,2021-08-05,2021-08-18,Referral,Rent,New,Apartment,Chennai,3146611,7122547,No,No,
317,528,19,2022-04-19,2022-04-21,2022-05-04,Walk-in,Rent,In Progress,Apartment,Delhi,4064515,19006215,No,No,
318,363,15,2024-07-11,2024-07-13,2024-07-26,Walk-in,Buy,Lost,Apartment,Delhi,3761225,12742871,Yes,Yes,2024-08-10
319,331,89,2025-12-26,2025-12-28,2026-01-10,Referral,Buy,Lost,Apartment,Pune,2358622,13490900,Yes,Yes,2026-01-25
320,201,75,2023-02-07,2023-02-09,2023-02-22,Ads,Buy,Lost,Villa,Pune,3367917,10456187,No,No,
321,476,8,2025-08-01,2025-08-03,2025-08-16,Ads,Buy,New,Apartment,Ahmedabad,2104195,15270858,Yes,Yes,2025-08-31
322,15,8,2022-05-15,2022-05-17,2022-05-30,Walk-in,Buy,Lost,Villa,Bangalore,4350204,17605525,No,No,
323,559,86,2023-10-17,2023-10-19,2023-11-01,Referral,Buy,In Progress,Villa,Hyderabad,4054461,6082198,No,No,
324,335,6,2025-05-04,2025-05-06,2025-05-19,Referral,Buy,New,Villa,Bangalore,2608087,6946139,Yes,Yes,2025-06-03
325,654,24,2023-01-03,2023-01-05,2023-01-18,Ads,Rent,In Progress,Apartment,Mumbai,2069005,16308881,Yes,Yes,2023-02-02
326,741,91,2023-02-06,2023-02-08,2023-02-21,Walk-in,Rent,New,Villa,Bangalore,4378627,12839629,No,No,
327,372,39,2021-01-19,2021-01-21,2021-02-03,Walk-in,Rent,Closed,Villa,Ahmedabad,3629071,12742410,Yes,Yes,2021-02-18
328,516,17,2024-06-14,2024-06-16,2024-06-29,Website,Buy,Lost,Plot,Bangalore,2306957,15999636,No,No,
329,549,72,2023-12-03,2023-12-05,2023-12-18,Referral,Rent,In Progress,Villa,Bangalore,3162250,19726942,Yes,No,2024-01-02
330,988,53,2024-03-09,2024-03-11,2024-03-24,Walk-in,Rent,Lost,Villa,Bangalore,4217336,10229476,Yes,Yes,2024-04-08
331,958,17,2021-12-01,2021-12-03,2021-12-16,Website,Rent,New,Villa,Pune,4303226,8620281,Yes,Yes,2021-12-31
332,371,52,2024-07-30,2024-08-01,2024-08-14,Ads,Buy,In Progress,Plot,Mumbai,4777298,10694926,No,No,
333,490,6,2022-06-23,2022-06-25,2022-07-08,Walk-in,Rent,In Progress,Apartment,Pune,4889348,16275912,No,No,
334,33,78,2025-09-16,2025-09-18,2025-10-01,Walk-in,Buy,Lost,Villa,Ahmedabad,4099395,9960781,Yes,No,2025-10-16
335,401,39,2023-06-24,2023-06-26,2023-07-09,Ads,Rent,In Progress,Apartment,Mumbai,2231139,19816367,No,No,
336,517,21,2024-01-29,2024-01-31,2024-02-13,Referral,Buy,Lost,Plot,Chennai,4739400,10958591,No,No,
337,465,77,2022-04-04,2022-04-06,2022-04-19,Ads,Buy,New,Apartment,Pune,2014858,16530849,No,No,
338,296,86,2024-08-16,2024-08-18,2024-08-31,Walk-in,Rent,New,Plot,Chennai,4881502,18739129,No,No,
339,276,75,2021-11-19,2021-11-21,2021-12-04,Referral,Rent,Closed,Apartment,Chennai,3847539,19377989,No,No,
340,111,31,2024-07-22,2024-07-24,2024-08-06,Referral,Buy,New,Apartment,Bangalore,2610141,7737493,Yes,No,2024-08-21
341,13,40,2025-01-08,2025-01-10,2025-01-23,Walk-in,Rent,Closed,Plot,Mumbai,4738847,6224028,Yes,Yes,2025-02-07
342,111,65,2022-10-17,2022-10-19,2022-11-01,Walk-in,Rent,Closed,Apartment,Hyderabad,2791200,12248866,Yes,No,2022-11-16
343,200,81,2025-12-30,2026-01-01,2026-01-14,Walk-in,Rent,In Progress,Apartment,Hyderabad,4803872,15373665,No,No,
344,342,1,2021-06-21,2021-06-23,2021-07-06,Ads,Buy,New,Plot,Pune,4551973,13641966,No,No,
345,448,100,2025-11-21,2025-11-23,2025-12-06,Ads,Rent,New,Plot,Ahmedabad,4373127,7022702,No,No,
346,569,9,2021-05-15,2021-05-17,2021-05-30,Walk-in,Rent,In Progress,Plot,Bangalore,2096039,9022080,Yes,No,2021-06-14
347,27,50,2024-01-22,2024-01-24,2024-02-06,Walk-in,Buy,New,Apartment,Ahmedabad,2873392,8104585,Yes,Yes,2024-02-21
348,668,69,2024-02-16,2024-02-18,2024-03-02,Referral,Rent,In Progress,Apartment,Mumbai,2172214,14928220,No,No,
349,884,27,2023-08-03,2023-08-05,2023-08-18,Referral,Rent,Lost,Plot,Chennai,2217560,11322636,No,No,
350,79,2,2021-12-07,2021-12-09,2021-12-22,Ads,Buy,In Progress,Villa,Mumbai,2858075,18773677,No,No,
351,466,55,2021-08-07,2021-08-09,2021-08-22,Walk-in,Buy,Closed,Plot,Delhi,4793609,10466337,No,No,
352,956,66,2023-06-10,2023-06-12,2023-06-25,Ads,Buy,Lost,Apartment,Pune,3940572,8493677,Yes,Yes,2023-07-10
353,375,50,2024-08-24,2024-08-26,2024-09-08,Referral,Rent,New,Villa,Mumbai,3731803,19802112,No,No,
354,714,98,2024-02-03,2024-02-05,2024-02-18,Referral,Rent,Closed,Villa,Hyderabad,4494496,15513404,Yes,No,2024-03-04
355,256,84,2025-08-01,2025-08-03,2025-08-16,Walk-in,Buy,Closed,Villa,Ahmedabad,4603684,16733391,Yes,Yes,2025-08-31
356,553,12,2023-01-20,2023-01-22,2023-02-04,Ads,Buy,Lost,Villa,Mumbai,2760665,12815538,Yes,Yes,2023-02-19
357,696,81,2023-06-17,2023-06-19,2023-07-02,Website,Rent,In Progress,Plot,Bangalore,2705687,12206570,No,No,
358,74,40,2022-08-09,2022-08-11,2022-08-24,Website,Rent,In Progress,Apartment,Delhi,4359195,12569401,Yes,No,2022-09-08
359,719,28,2025-07-07,2025-07-09,2025-07-22,Ads,Buy,Closed,Villa,Ahmedabad,3674524,6319934,Yes,No,2025-08-06
360,340,68,2023-09-13,2023-09-15,2023-09-28,Referral,Buy,New,Plot,Chennai,4750055,16394653,No,No,
361,235,84,2024-06-10,2024-06-12,2024-06-25,Website,Rent,Lost,Apartment,Hyderabad,3017128,10713533,No,No,
362,30,38,2025-03-13,2025-03-15,2025-03-28,Ads,Rent,In Progress,Villa,Ahmedabad,4665851,18902753,Yes,Yes,2025-04-12
363,369,32,2023-10-06,2023-10-08,2023-10-21,Website,Rent,New,Plot,Ahmedabad,4412280,10275007,Yes,No,2023-11-05
364,654,12,2023-02-01,2023-02-03,2023-02-16,Referral,Rent,In Progress,Apartment,Hyderabad,4920362,8387869,No,No,
365,426,85,2021-08-19,2021-08-21,2021-09-03,Ads,Buy,Lost,Apartment,Chennai,2649811,8198692,No,No,
366,180,98,2021-12-30,2022-01-01,2022-01-14,Referral,Rent,Closed,Villa,Pune,3673613,18751541,Yes,No,2022-01-29
367,781,97,2021-04-27,2021-04-29,2021-05-12,Website,Rent,Lost,Plot,Delhi,3632882,19981289,Yes,Yes,2021-05-27
368,696,21,2022-12-12,2022-12-14,2022-12-27,Ads,Buy,Lost,Plot,Pune,2513601,9686011,No,No,
369,952,37,2022-06-16,2022-06-18,2022-07-01,Website,Rent,Closed,Apartment,Ahmedabad,3412180,14381996,Yes,Yes,2022-07-16
370,151,96,2023-05-30,2023-06-01,2023-06-14,Referral,Rent,New,Apartment,Chennai,4815437,12361680,No,No,
371,552,70,2023-01-09,2023-01-11,2023-01-24,Website,Buy,New,Villa,Mumbai,4359019,11553487,Yes,Yes,2023-02-08
372,580,40,2025-03-11,2025-03-13,2025-03-26,Ads,Rent,In Progress,Villa,Pune,3284523,16549029,Yes,No,2025-04-10
373,656,62,2021-05-24,2021-05-26,2021-06-08,Walk-in,Buy,Closed,Plot,Hyderabad,2920200,7236712,No,No,
374,680,50,2024-05-18,2024-05-20,2024-06-02,Walk-in,Buy,In Progress,Villa,Pune,3956337,12273422,No,No,
375,33,40,2023-08-01,2023-08-03,2023-08-16,Website,Rent,Closed,Plot,Mumbai,4345439,12934073,No,No,
376,237,99,2021-11-13,2021-11-15,2021-11-28,Website,Rent,Closed,Apartment,Hyderabad,3145358,8077227,No,No,
377,728,76,2025-10-31,2025-11-02,2025-11-15,Ads,Rent,Closed,Villa,Pune,4741829,6090556,Yes,Yes,2025-11-30
378,77,46,2022-02-23,2022-02-25,2022-03-10,Ads,Buy,Lost,Plot,Delhi,2898801,7942878,No,No,
379,700,1,2023-06-24,2023-06-26,2023-07-09,Referral,Rent,In Progress,Apartment,Ahmedabad,3091034,11636590,No,No,
380,127,47,2025-10-20,2025-10-22,2025-11-04,Walk-in,Rent,Lost,Apartment,Hyderabad,2294653,12659037,Yes,No,2025-11-19
381,809,59,2021-03-10,2021-03-12,2021-03-25,Ads,Rent,Lost,Plot,Chennai,2146415,6369135,Yes,No,2021-04-09
382,645,34,2022-09-03,2022-09-05,2022-09-18,Website,Rent,Lost,Villa,Chennai,4358605,9414723,Yes,Yes,2022-10-03
383,819,94,2022-08-01,2022-08-03,2022-08-16,Referral,Rent,In Progress,Villa,Delhi,3836297,17363587,No,No,
384,1000,5,2023-06-19,2023-06-21,2023-07-04,Referral,Buy,New,Villa,Chennai,3925134,19967756,No,No,
385,717,46,2021-05-25,2021-05-27,2021-06-09,Ads,Buy,Lost,Villa,Delhi,2570036,8009372,Yes,Yes,2021-06-24
386,673,47,2021-03-06,2021-03-08,2021-03-21,Website,Buy,Closed,Villa,Mumbai,4441897,9956294,No,No,
387,501,95,2022-02-24,2022-02-26,2022-03-11,Referral,Rent,Closed,Apartment,Hyderabad,3458249,7110279,Yes,Yes,2022-03-26
388,567,66,2021-08-28,2021-08-30,2021-09-12,Ads,Buy,In Progress,Plot,Hyderabad,4992354,14272334,No,No,
389,188,86,2024-08-07,2024-08-09,2024-08-22,Walk-in,Rent,New,Plot,Chennai,3690327,19456442,Yes,Yes,2024-09-06
390,409,40,2023-09-20,2023-09-22,2023-10-05,Walk-in,Rent,In Progress,Plot,Hyderabad,4743442,10241392,No,No,
391,390,19,2021-10-17,2021-10-19,2021-11-01,Website,Rent,In Progress,Plot,Delhi,3510998,15497379,Yes,No,2021-11-16
392,917,64,2024-10-01,2024-10-03,2024-10-16,Referral,Rent,Lost,Apartment,Pune,4439316,12711363,No,No,
393,551,62,2021-01-15,2021-01-17,2021-01-30,Walk-in,Buy,New,Villa,Hyderabad,2539672,12156569,No,No,
394,418,75,2024-10-30,2024-11-01,2024-11-14,Walk-in,Buy,In Progress,Villa,Mumbai,2358466,13812965,Yes,Yes,2024-11-29
395,359,58,2025-03-06,2025-03-08,2025-03-21,Referral,Buy,In Progress,Villa,Mumbai,2436383,12568784,Yes,No,2025-04-05
396,916,7,2023-06-13,2023-06-15,2023-06-28,Referral,Buy,Closed,Plot,Chennai,2317663,14497867,No,No,
397,148,46,2024-07-17,2024-07-19,2024-08-01,Walk-in,Buy,Lost,Plot,Bangalore,3410155,19498704,No,No,
398,566,26,2025-11-08,2025-11-10,2025-11-23,Referral,Rent,Lost,Plot,Bangalore,3267409,15813483,No,No,
399,415,70,2024-07-09,2024-07-11,2024-07-24,Walk-in,Rent,In Progress,Villa,Pune,4137837,12204584,Yes,No,2024-08-08
400,878,66,2024-05-10,2024-05-12,2024-05-25,Website,Buy,Lost,Villa,Chennai,2048812,19306810,No,No,
401,244,10,2021-08-31,2021-09-02,2021-09-15,Walk-in,Rent,Closed,Villa,Bangalore,2664016,16136864,Yes,No,2021-09-30
402,647,33,2025-08-08,2025-08-10,2025-08-23,Walk-in,Buy,Lost,Villa,Chennai,3220615,9002743,No,No,
403,21,66,2025-03-22,2025-03-24,2025-04-06,Referral,Buy,Closed,Apartment,Chennai,4392246,9813791,Yes,No,2025-04-21
404,67,90,2023-06-15,2023-06-17,2023-06-30,Referral,Buy,Lost,Villa,Hyderabad,2244010,17979668,Yes,Yes,2023-07-15
405,711,58,2021-01-30,2021-02-01,2021-02-14,Ads,Rent,New,Villa,Hyderabad,4466306,6361797,Yes,No,2021-03-01
406,775,37,2025-10-30,2025-11-01,2025-11-14,Website,Buy,New,Plot,Ahmedabad,3390080,15993619,No,No,
407,583,51,2023-12-28,2023-12-30,2024-01-12,Walk-in,Rent,Lost,Plot,Chennai,3248492,14564343,Yes,Yes,2024-01-27
408,638,36,2021-03-18,2021-03-20,2021-04-02,Ads,Buy,New,Villa,Pune,4861779,7585367,No,No,
409,635,62,2023-12-10,2023-12-12,2023-12-25,Walk-in,Rent,Closed,Apartment,Delhi,4325896,9022388,No,No,
410,94,74,2024-11-17,2024-11-19,2024-12-02,Ads,Buy,Lost,Plot,Ahmedabad,3713845,13953032,Yes,No,2024-12-17
411,569,88,2022-02-28,2022-03-02,2022-03-15,Walk-in,Rent,New,Villa,Delhi,3114024,6771294,Yes,No,2022-03-30
412,748,33,2022-04-17,2022-04-19,2022-05-02,Ads,Buy,Lost,Apartment,Ahmedabad,3822891,12107047,Yes,No,2022-05-17
413,774,35,2025-01-03,2025-01-05,2025-01-18,Ads,Buy,Lost,Plot,Delhi,4728642,14656441,Yes,No,2025-02-02
414,90,95,2023-08-20,2023-08-22,2023-09-04,Walk-in,Rent,Lost,Plot,Mumbai,3139069,12408229,Yes,Yes,2023-09-19
