ExpenseID,PropertyID,SalesID,ExpenseDate,Year,Month,ExpenseCategory,ExpenseType,ExpenseDescription,ExpenseAmount,TaxAmount,TotalExpenseAmount,PaidBy,AllocatedTo,PaymentMode,ExpenseStatus
230,2717,377,2021-12-24,2021,12,Maintenance,Variable,Operational Expense,60280,10850,71130,Agent,Sale,Cheque,Approved
231,3901,911,2024-10-05,2024,10,Marketing,Variable,Operational Expense,15284,2751,18035,Agent,Property,Cheque,Approved
232,3580,1993,2025-02-24,2025,2,Legal,Variable,Operational Expense,69127,12442,81569,Company,Sale,Cheque,Pending
233,358,1214,2022-10-24,2022,10,Marketing,Variable,Operational Expense,63732,11471,75203,Owner,Property,Cheque,Approved
234,1782,103,2022-10-04,2022,10,Brokerage,Fixed,Operational Expense,162744,29293,192037,Company,Property,Cheque,Approved
235,3104,1455,2023-08-01,2023,8,Admin,Fixed,Operational Expense,63970,11514,75484,Agent,Property,Online,Approved
236,392,2425,2023-05-31,2023,5,Marketing,Variable,Operational Expense,129317,23277,152594,Owner,Sale,Online,Approved
237,4623,1173,2025-02-10,2025,2,Legal,Variable,Operational Expense,26557,4780,31337,Owner,Sale,Online,Approved
238,4219,530,2024-05-19,2024,5,Legal,Variable,Operational Expense,185614,33410,219024,Company,Sale,Cash,Approved
239,2288,1174,2022-09-11,2022,9,Legal,Variable,Operational Expense,9587,1725,11312,Owner,Property,Cheque,Pending
240,1211,588,2022-03-09,2022,3,Admin,Variable,Operational Expense,50239,9043,59282,Agent,Property,Cheque,Pending
241,2783,1353,2024-06-09,2024,6,Brokerage,Variable,Operational Expense,168117,30261,198378,Company,Property,Online,Approved
242,2842,33,2023-05-10,2023,5,Brokerage,Variable,Operational Expense,148423,26716,175139,Owner,Sale,Cheque,Pending
243,4538,711,2024-09-21,2024,9,Admin,Variable,Operational Expense,178596,32147,210743,Company,Sale,Cheque,Pending
244,2029,2044,2022-03-22,2022,3,Admin,Variable,Operational Expense,33446,6020,39466,Owner,Sale,Cheque,Pending
245,3818,2115,2022-11-26,2022,11,Admin,Fixed,Operational Expense,186303,33534,219837,Agent,Property,Cash,Approved
246,4562,163,2024-11-02,2024,11,Brokerage,Fixed,Operational Expense,17406,3133,20539,Company,Sale,Cheque,Pending
247,2184,2206,2023-01-12,2023,1,Brokerage,Fixed,Operational Expense,74521,13413,87934,Agent,Property,Cheque,Pending
248,665,639,2025-11-11,2025,11,Marketing,Fixed,Operational Expense,157202,28296,185498,Company,Sale,Cash,Approved
249,4632,2486,2024-07-05,2024,7,Admin,Fixed,Operational Expense,130826,23548,154374,Agent,Property,Online,Approved
250,4722,2442,2025-05-18,2025,5,Brokerage,Variable,Operational Expense,14277,2569,16846,Owner,Sale,Cheque,Pending
251,2228,2001,2023-11-21,2023,11,Marketing,Fixed,Operational Expense,191677,34501,226178,Owner,Sale,Online,Approved
252,2053,1932,2022-09-07,2022,9,Maintenance,Variable,Operational Expense,191202,34416,225618,Agent,Property,Cash,Pending
253,3497,1864,2024-05-15,2024,5,Admin,Variable,Operational Expense,30144,5425,35569,Agent,Sale,Cheque,Pending
254,2242,1493,2022-05-23,2022,5,Admin,Variable,Operational Expense,194127,34942,229069,Company,Sale,Cash,Approved
255,2759,333,2023-07-28,2023,7,Marketing,Fixed,Operational Expense,118608,21349,139957,Company,Property,Cash,Approved
256,3367,907,2023-08-24,2023,8,Legal,Variable,Operational Expense,153195,27575,180770,Agent,Property,Online,Pending
257,3941,972,2024-07-14,2024,7,Brokerage,Fixed,Operational Expense,85733,15431,101164,Company,Property,Cash,Approved
258,3092,562,2025-03-11,2025,3,Legal,Fixed,Operational Expense,79539,14317,93856,Owner,Sale,Cash,Pending
259,3989,348,2025-12-15,2025,12,Maintenance,Fixed,Operational Expense,153986,27717,181703,Owner,Property,Cheque,Approved
260,1155,1263,2021-07-13,2021,7,Brokerage,Variable,Operational Expense,173397,31211,204608,Owner,Sale,Cheque,Approved
261,1693,639,2025-06-19,2025,6,Maintenance,Fixed,Operational Expense,25962,4673,30635,Owner,Sale,Cheque,Approved
262,1737,1581,2024-06-21,2024,6,Maintenance,Variable,Operational Expense,147128,26483,173611,Owner,Sale,Online,Pending
263,3375,171,2024-10-19,2024,10,Maintenance,Variable,Operational Expense,82981,14936,97917,Agent,Property,Online,Pending
264,4818,1726,2025-11-02,2025,11,Marketing,Fixed,Operational Expense,161072,28992,190064,Company,Sale,Cheque,Approved
265,4008,125,2022-10-21,2022,10,Legal,Fixed,Operational Expense,130011,23401,153412,Company,Sale,Cheque,Pending
266,2066,186,2023-05-03,2023,5,Brokerage,Fixed,Operational Expense,163469,29424,192893,Company,Sale,Cheque,Approved
267,2930,959,2022-05-28,2022,5,Marketing,Variable,Operational Expense,182174,32791,214965,Agent,Property,Online,Approved
268,3573,1183,2023-01-07,2023,1,Legal,Variable,Operational Expense,160486,28887,189373,Company,Sale,Cash,Approved
269,2683,1630,2022-02-27,2022,2,Legal,Fixed,Operational Expense,169796,30563,200359,Owner,Property,Cheque,Approved
270,990,1633,2025-10-08,2025,10,Brokerage,Fixed,Operational Expense,119578,21524,141102,Company,Property,Cash,Approved
271,2667,1491,2022-09-22,2022,9,Marketing,Fixed,Operational Expense,113416,20414,133830,Agent,Property,Cheque,Approved
272,2797,856,2024-07-03,2024,7,Maintenance,Fixed,Operational Expense,117609,21169,138778,Agent,Sale,Cash,Pending
273,4679,2116,2024-01-19,2024,1,Brokerage,Variable,Operational Expense,151983,27356,179339,Owner,Property,Online,Approved
274,4005,1565,2021-07-20,2021,7,Legal,Variable,Operational Expense,105066,18911,123977,Company,Sale,Cheque,Pending
275,2362,2270,2022-05-19,2022,5,Maintenance,Variable,Operational Expense,167990,30238,198228,Company,Property,Online,Pending
276,1135,2059,2021-06-27,2021,6,Admin,Fixed,Operational Expense,81454,14661,96115,Company,Property,Cash,Approved
277,3395,2118,2024-08-16,2024,8,Legal,Variable,Operational Expense,15440,2779,18219,Agent,Property,Online,Approved
278,2156,1854,2025-01-21,2025,1,Legal,Variable,Operational Expense,75438,13578,89016,Agent,Sale,Cheque,Pending
279,3998,178,2025-01-19,2025,1,Admin,Fixed,Operational Expense,41196,7415,48611,Agent,Sale,Online,Approved
280,506,1331,2022-09-05,2022,9,Maintenance,Variable,Operational Expense,160403,28872,189275,Agent,Property,Cheque,Pending
281,4364,1361,2022-12-07,2022,12,Legal,Fixed,Operational Expense,29033,5225,34258,Company,Sale,Online,Approved
282,340,1930,2021-12-03,2021,12,Brokerage,Variable,Operational Expense,196979,35456,232435,Agent,Property,Cheque,Pending
283,2448,2114,2024-01-22,2024,1,Maintenance,Variable,Operational Expense,170451,30681,201132,Agent,Property,Cheque,Pending
284,3830,1711,2025-12-29,2025,12,Admin,Variable,Operational Expense,91499,16469,107968,Owner,Sale,Cheque,Pending
285,3863,1747,2022-06-04,2022,6,Marketing,Fixed,Operational Expense,166222,29919,196141,Owner,Property,Cash,Pending
286,4072,39,2022-05-03,2022,5,Marketing,Fixed,Operational Expense,182744,32893,215637,Agent,Sale,Online,Pending
287,2021,465,2024-08-13,2024,8,Legal,Variable,Operational Expense,138985,25017,164002,Company,Property,Cheque,Pending
288,1447,2151,2021-08-16,2021,8,Brokerage,Variable,Operational Expense,111033,19985,131018,Agent,Sale,Cash,Pending
289,4301,1759,2023-08-09,2023,8,Legal,Variable,Operational Expense,170762,30737,201499,Agent,Property,Cash,Approved
290,3761,235,2022-10-30,2022,10,Marketing,Variable,Operational Expense,126873,22837,149710,Company,Property,Cash,Pending
291,1077,856,2022-11-09,2022,11,Admin,Fixed,Operational Expense,66531,11975,78506,Owner,Sale,Online,Approved
292,409,22,2025-02-23,2025,2,Marketing,Fixed,Operational Expense,30076,5413,35489,Agent,Sale,Cash,Approved
293,3592,655,2025-12-31,2025,12,Legal,Variable,Operational Expense,174105,31338,205443,Agent,Sale,Cash,Pending
294,2688,1984,2025-05-10,2025,5,Legal,Fixed,Operational Expense,189009,34021,223030,Agent,Sale,Cheque,Pending
295,2466,2222,2023-10-05,2023,10,Maintenance,Variable,Operational Expense,186171,33510,219681,Agent,Sale,Online,Pending
296,4477,1381,2023-01-14,2023,1,Brokerage,Variable,Operational Expense,81810,14725,96535,Agent,Property,Online,Approved
297,2021,1237,2023-12-20,2023,12,Admin,Fixed,Operational Expense,127783,23000,150783,Company,Sale,Cheque,Pending
298,615,908,2021-07-27,2021,7,Legal,Variable,Operational Expense,24311,4375,28686,Company,Property,Online,Approved
299,4651,1780,2025-08-03,2025,8,Brokerage,Fixed,Operational Expense,34724,6250,40974,Owner,Property,Online,Pending
300,3530,919,2023-08-04,2023,8,Legal,Fixed,Operational Expense,148195,26675,174870,Owner,Sale,Cash,Pending
301,806,1529,2023-01-04,2023,1,Brokerage,Variable,Operational Expense,8109,1459,9568,Agent,Sale,Cheque,Approved
302,1389,2164,2022-07-02,2022,7,Admin,Variable,Operational Expense,112720,20289,133009,Company,Sale,Online,Approved
303,532,491,2024-05-11,2024,5,Admin,Variable,Operational Expense,68233,12281,80514,Agent,Property,Online,Approved
304,3152,2241,2023-09-30,2023,9,Maintenance,Variable,Operational Expense,24961,4492,29453,Agent,Sale,Cash,Pending
305,3337,1275,2022-12-28,2022,12,Marketing,Variable,Operational Expense,144480,26006,170486,Company,Property,Online,Pending
306,2628,1661,2022-02-10,2022,2,Legal,Variable,Operational Expense,13766,2477,16243,Company,Sale,Cash,Pending
307,2989,1285,2021-12-27,2021,12,Maintenance,Variable,Operational Expense,94133,16943,111076,Owner,Property,Online,Pending
308,1467,1206,2024-08-26,2024,8,Legal,Fixed,Operational Expense,136176,24511,160687,Owner,Sale,Online,Approved
309,2282,2403,2024-02-14,2024,2,Maintenance,Fixed,Operational Expense,171664,30899,202563,Owner,Sale,Cash,Pending
310,3,2072,2021-07-15,2021,7,Admin,Fixed,Operational Expense,185967,33474,219441,Agent,Property,Online,Pending
311,3808,1103,2024-05-18,2024,5,Admin,Variable,Operational Expense,19028,3425,22453,Company,Property,Online,Approved
312,2073,1564,2025-04-22,2025,4,Maintenance,Variable,Operational Expense,140390,25270,165660,Company,Property,Online,Pending
313,3252,1710,2022-06-18,2022,6,Brokerage,Fixed,Operational Expense,88473,15925,104398,Agent,Sale,Cash,Pending
314,4512,1067,2022-03-18,2022,3,Legal,Variable,Operational Expense,107745,19394,127139,Owner,Property,Cheque,Approved
315,4442,2176,2021-08-31,2021,8,Admin,Fixed,Operational Expense,123840,22291,146131,Agent,Property,Cash,Pending
316,2343,381,2024-03-26,2024,3,Maintenance,Fixed,Operational Expense,20979,3776,24755,Owner,Sale,Online,Pending
317,4884,231,2024-02-14,2024,2,Marketing,Fixed,Operational Expense,6296,1133,7429,Owner,Sale,Online,Approved
318,2896,340,2023-02-27,2023,2,Legal,Variable,Operational Expense,129318,23277,152595,Agent,Property,Online,Approved
319,2656,1143,2024-01-04,2024,1,Brokerage,Fixed,Operational Expense,68747,12374,81121,Owner,Property,Cheque,Pending
320,214,413,2025-11-13,2025,11,Marketing,Variable,Operational Expense,138082,24854,162936,Owner,Property,Cash,Pending
321,325,135,2022-03-21,2022,3,Admin,Fixed,Operational Expense,98001,17640,115641,Company,Property,Cash,Approved
322,3855,331,2023-07-31,2023,7,Brokerage,Variable,Operational Expense,21783,3920,25703,Agent,Sale,Cash,Approved
323,1179,2416,2022-02-27,2022,2,Marketing,Variable,Operational Expense,61096,10997,72093,Company,Sale,Cash,Approved
324,4762,638,2023-10-08,2023,10,Legal,Fixed,Operational Expense,142403,25632,168035,Agent,Property,Cash,Pending
325,4373,1066,2022-12-01,2022,12,Legal,Variable,Operational Expense,16896,3041,19937,Company,Property,Cash,Approved
326,2781,1284,2025-10-23,2025,10,Legal,Variable,Operational Expense,146561,26380,172941,Company,Sale,Cheque,Approved
327,4609,2441,2023-02-25,2023,2,Legal,Variable,Operational Expense,61736,11112,72848,Owner,Property,Online,Approved
328,1905,831,2023-04-11,2023,4,Legal,Variable,Operational Expense,21420,3855,25275,Agent,Sale,Cash,Approved
329,1445,1356,2023-05-02,2023,5,Maintenance,Fixed,Operational Expense,71486,12867,84353,Agent,Property,Online,Approved
330,2822,2399,2025-11-24,2025,11,Admin,Variable,Operational Expense,40061,7210,47271,Agent,Property,Cash,Approved
331,3541,251,2023-08-25,2023,8,Marketing,Variable,Operational Expense,97745,17594,115339,Agent,Property,Cheque,Pending
332,4442,683,2024-08-25,2024,8,Marketing,Fixed,Operational Expense,44826,8068,52894,Owner,Sale,Online,Approved
333,231,1467,2022-05-03,2022,5,Brokerage,Fixed,Operational Expense,147579,26564,174143,Company,Sale,Cheque,Approved
334,3169,106,2024-01-02,2024,1,Brokerage,Fixed,Operational Expense,29090,5236,34326,Company,Sale,Cash,Pending
335,1263,100,2024-12-26,2024,12,Legal,Variable,Operational Expense,120569,21702,142271,Owner,Sale,Cheque,Pending
336,4179,1395,2023-07-21,2023,7,Marketing,Fixed,Operational Expense,158131,28463,186594,Company,Property,Cash,Pending
337,997,1976,2024-09-17,2024,9,Legal,Fixed,Operational Expense,37722,6789,44511,Company,Sale,Cheque,Approved
338,2723,2068,2024-05-31,2024,5,Admin,Fixed,Operational Expense,117738,21192,138930,Company,Sale,Cash,Pending
339,1559,1507,2022-01-01,2022,1,Legal,Variable,Operational Expense,91935,16548,108483,Company,Sale,Cheque,Approved
340,2625,487,2022-12-16,2022,12,Maintenance,Fixed,Operational Expense,83205,14976,98181,Company,Sale,Cheque,Approved
341,2413,47,2024-06-19,2024,6,Admin,Fixed,Operational Expense,86004,15480,101484,Company,Sale,Cheque,Approved
342,1370,52,2022-06-01,2022,6,Brokerage,Variable,Operational Expense,193277,34789,228066,Agent,Property,Cash,Pending
343,3798,1625,2022-01-24,2022,1,Marketing,Variable,Operational Expense,114363,20585,134948,Owner,Sale,Cheque,Approved
344,681,2287,2024-02-18,2024,2,Marketing,Fixed,Operational Expense,8814,1586,10400,Company,Property,Online,Approved
345,1169,2160,2023-07-17,2023,7,Marketing,Fixed,Operational Expense,194082,34934,229016,Owner,Sale,Online,Pending
346,4220,687,2025-05-25,2025,5,Maintenance,Variable,Operational Expense,38038,6846,44884,Agent,Sale,Online,Approved
347,3057,65,2023-12-20,2023,12,Brokerage,Fixed,Operational Expense,103500,18630,122130,Company,Property,Cash,Pending
348,3547,304,2022-03-24,2022,3,Marketing,Variable,Operational Expense,109622,19731,129353,Agent,Property,Online,Approved
349,3119,941,2024-07-25,2024,7,Brokerage,Variable,Operational Expense,139320,25077,164397,Owner,Sale,Cash,Approved
350,3901,1877,2025-09-18,2025,9,Maintenance,Variable,Operational Expense,21621,3891,25512,Owner,Property,Cash,Pending
351,3551,1823,2023-03-22,2023,3,Maintenance,Variable,Operational Expense,123532,22235,145767,Owner,Sale,Cash,Pending
352,2891,646,2023-02-28,2023,2,Maintenance,Fixed,Operational Expense,111074,19993,131067,Owner,Property,Online,Approved
353,1271,354,2022-12-16,2022,12,Legal,Variable,Operational Expense,157130,28283,185413,Company,Property,Cheque,Pending
354,682,1984,2022-05-20,2022,5,Legal,Fixed,Operational Expense,115600,20808,136408,Agent,Property,Online,Pending
355,4035,2091,2023-08-06,2023,8,Marketing,Fixed,Operational Expense,163958,29512,193470,Company,Property,Online,Approved
356,2461,317,2022-10-16,2022,10,Admin,Fixed,Operational Expense,48707,8767,57474,Agent,Property,Online,Pending
357,694,2331,2022-10-27,2022,10,Brokerage,Fixed,Operational Expense,77604,13968,91572,Agent,Property,Cash,Pending
358,4367,2304,2021-10-31,2021,10,Admin,Fixed,Operational Expense,199924,35986,235910,Company,Sale,Cash,Pending
359,1012,1510,2025-07-17,2025,7,Marketing,Fixed,Operational Expense,24183,4352,28535,Company,Property,Online,Pending
360,3339,1500,2022-08-04,2022,8,Brokerage,Fixed,Operational Expense,33499,6029,39528,Agent,Sale,Online,Pending
361,4139,2488,2024-04-14,2024,4,Brokerage,Variable,Operational Expense,152028,27365,179393,Agent,Property,Cheque,Approved
362,1639,2414,2021-04-01,2021,4,Marketing,Variable,Operational Expense,151575,27283,178858,Owner,Sale,Cheque,Pending
363,4346,2156,2024-09-20,2024,9,Maintenance,Fixed,Operational Expense,168209,30277,198486,Company,Sale,Cash,Pending
364,1307,1806,2021-01-04,2021,1,Brokerage,Fixed,Operational Expense,54404,9792,64196,Company,Property,Cheque,Approved
365,3022,2421,2023-05-14,2023,5,Brokerage,Fixed,Operational Expense,80819,14547,95366,Agent,Sale,Cash,Approved
366,1944,1635,2021-01-08,2021,1,Marketing,Variable,Operational Expense,12068,2172,14240,Owner,Sale,Cash,Pending
367,4734,840,2024-05-18,2024,5,Brokerage,Fixed,Operational Expense,24569,4422,28991,Owner,Sale,Online,Approved
368,933,33,2023-08-09,2023,8,Admin,Variable,Operational Expense,193869,34896,228765,Agent,Property,Cash,Approved
369,1663,925,2024-02-02,2024,2,Brokerage,Fixed,Operational Expense,40656,7318,47974,Owner,Sale,Online,Approved
370,4761,1379,2024-03-12,2024,3,Brokerage,Variable,Operational Expense,133257,23986,157243,Company,Sale,Cheque,Pending
371,3967,598,2025-02-12,2025,2,Legal,Variable,Operational Expense,58525,10534,69059,Company,Property,Online,Approved
372,593,1064,2025-04-17,2025,4,Brokerage,Fixed,Operational Expense,195364,35165,230529,Company,Sale,Cheque,Pending
373,1120,670,2022-02-14,2022,2,Maintenance,Variable,Operational Expense,124036,22326,146362,Owner,Sale,Cash,Pending
374,1173,1974,2022-03-25,2022,3,Marketing,Variable,Operational Expense,32845,5912,38757,Agent,Sale,Online,Pending
375,1424,1545,2022-08-13,2022,8,Maintenance,Variable,Operational Expense,123161,22168,145329,Owner,Property,Online,Approved
376,2898,1145,2022-10-31,2022,10,Maintenance,Variable,Operational Expense,52972,9534,62506,Agent,Property,Cash,Pending
377,365,1743,2024-05-05,2024,5,Legal,Fixed,Operational Expense,117322,21117,138439,Agent,Property,Cash,Pending
378,2982,565,2022-01-14,2022,1,Brokerage,Fixed,Operational Expense,57980,10436,68416,Owner,Sale,Cheque,Pending
379,1180,327,2025-02-16,2025,2,Maintenance,Variable,Operational Expense,140048,25208,165256,Agent,Property,Online,Pending
380,3450,474,2021-12-08,2021,12,Legal,Variable,Operational Expense,22938,4128,27066,Agent,Sale,Cheque,Pending
381,64,810,2024-10-22,2024,10,Maintenance,Fixed,Operational Expense,182770,32898,215668,Agent,Property,Cheque,Pending
382,1846,256,2022-09-22,2022,9,Maintenance,Fixed,Operational Expense,148495,26729,175224,Owner,Property,Online,Approved
383,4872,2405,2024-07-20,2024,7,Brokerage,Variable,Operational Expense,121537,21876,143413,Owner,Sale,Cash,Pending
384,4668,1235,2025-05-18,2025,5,Admin,Variable,Operational Expense,80612,14510,95122,Company,Sale,Cash,Approved
385,2185,1152,2025-10-15,2025,10,Admin,Variable,Operational Expense,79980,14396,94376,Company,Property,Online,Pending
386,1493,1579,2023-06-23,2023,6,Admin,Variable,Operational Expense,44236,7962,52198,Owner,Property,Cheque,Approved
