LeaseID,PropertyID,AgentID,CustomerID,LeaseStartDate,LeaseEndDate,AgreementDate,MonthlyRent,SecurityDeposit,MaintenanceCharge,BrokerageAmount,BrokeragePercent,LeaseTenureMonths,RentEscalationPercent,LockInPeriodMonths,NoticePeriodDays,LeaseType,LeaseStatus,PaymentFrequency
210,1078,6,133,2021-09-24,2024-09-08,2021-09-14,18884,161682,5647,38126,2,36,10,11,60,Commercial,Expired,Quarterly
211,4933,51,459,2024-09-21,2027-09-06,2024-09-11,16554,80122,5350,41696,1,36,10,11,60,Commercial,Expired,Monthly
212,1593,2,601,2024-10-05,2026-09-25,2024-09-25,39938,89825,5582,22203,1,24,5,6,30,Commercial,Active,Quarterly
213,2409,66,683,2021-07-14,2022-06-09,2021-07-04,44574,83625,4282,23257,1,11,5,11,30,Commercial,Expired,Quarterly
214,4244,27,111,2021-03-03,2022-01-27,2021-02-21,16239,74375,4750,35721,2,11,5,11,60,Commercial,Expired,Monthly
215,3225,32,737,2024-12-09,2025-11-04,2024-11-29,26722,79513,2772,49034,2,11,10,6,60,Residential,Expired,Monthly
216,3668,86,648,2022-08-31,2023-07-27,2022-08-21,34505,149548,2585,32554,1,11,5,11,60,Commercial,Active,Monthly
217,84,37,322,2022-12-15,2024-12-04,2022-12-05,26901,125180,5786,32645,1,24,5,11,30,Commercial,Expired,Monthly
218,570,73,787,2022-12-23,2024-12-12,2022-12-13,28509,123727,4692,11557,2,24,5,11,60,Residential,Active,Quarterly
219,2965,13,852,2022-07-22,2025-07-06,2022-07-12,26040,45116,6307,21619,2,36,10,6,30,Residential,Expired,Monthly
220,2279,66,273,2024-07-01,2026-06-21,2024-06-21,34127,69580,7847,47084,2,24,10,6,30,Residential,Active,Monthly
221,681,36,447,2022-07-01,2024-06-20,2022-06-21,44224,60754,6589,17083,2,24,5,6,60,Commercial,Active,Monthly
222,2267,5,873,2024-08-08,2027-07-24,2024-07-29,62400,141877,6812,49669,2,36,10,11,60,Commercial,Expired,Monthly
223,3068,95,412,2024-06-17,2027-06-02,2024-06-07,31723,184079,7541,25651,1,36,5,11,60,Commercial,Expired,Monthly
224,914,82,173,2021-06-23,2022-05-19,2021-06-13,52178,199322,7318,32982,1,11,5,6,60,Commercial,Expired,Monthly
225,2804,81,161,2022-10-20,2024-10-09,2022-10-10,43529,133614,6240,11464,1,24,5,11,30,Residential,Active,Monthly
226,4718,38,734,2023-10-07,2025-09-26,2023-09-27,63824,159597,3381,10239,2,24,10,6,60,Commercial,Expired,Quarterly
227,1644,28,667,2022-07-12,2025-06-26,2022-07-02,17754,122737,4700,45801,1,36,10,6,30,Residential,Expired,Monthly
228,895,32,673,2022-07-10,2024-06-29,2022-06-30,33742,152122,3818,44018,2,24,10,11,30,Residential,Expired,Quarterly
229,1918,47,180,2023-03-20,2024-02-13,2023-03-10,25065,103359,4839,39709,2,11,5,11,30,Commercial,Active,Monthly
230,637,16,231,2022-07-08,2024-06-27,2022-06-28,60433,76364,7932,37947,2,24,5,6,30,Commercial,Active,Quarterly
231,4169,41,792,2022-12-25,2025-12-09,2022-12-15,65995,51483,7831,41224,2,36,10,11,30,Residential,Expired,Monthly
232,4416,17,792,2024-06-12,2027-05-28,2024-06-02,22230,98789,2261,41531,1,36,10,6,60,Residential,Active,Monthly
233,3933,28,90,2024-11-16,2026-11-06,2024-11-06,26896,176095,2793,38458,1,24,5,11,60,Commercial,Expired,Quarterly
234,4479,29,795,2023-12-31,2025-12-20,2023-12-21,49546,39974,2884,45715,2,24,5,11,30,Commercial,Active,Monthly
235,493,57,652,2022-01-12,2024-12-27,2022-01-02,67505,175545,2916,49626,1,36,5,11,60,Residential,Expired,Quarterly
236,1055,68,235,2021-01-18,2023-01-08,2021-01-08,35445,99950,4184,45752,1,24,10,6,30,Residential,Active,Quarterly
237,2777,47,429,2021-01-31,2024-01-16,2021-01-21,22600,106223,2521,19332,1,36,10,11,30,Residential,Active,Monthly
238,4382,2,936,2024-10-24,2027-10-09,2024-10-14,33518,171273,5294,49598,2,36,10,11,30,Residential,Expired,Quarterly
239,4882,69,270,2022-11-23,2023-10-19,2022-11-13,64730,90171,3543,34441,1,11,5,11,60,Commercial,Active,Quarterly
240,1028,8,621,2022-02-23,2024-02-13,2022-02-13,57428,157471,4318,13290,1,24,5,6,30,Residential,Active,Quarterly
241,4549,76,850,2021-09-07,2023-08-28,2021-08-28,39651,163077,3886,26613,2,24,10,6,30,Residential,Expired,Monthly
242,4787,85,128,2022-08-20,2025-08-04,2022-08-10,35803,173818,3582,11078,2,36,5,6,60,Commercial,Expired,Quarterly
243,4432,70,827,2021-07-25,2024-07-09,2021-07-15,60849,73447,4925,26187,1,36,5,11,30,Commercial,Expired,Quarterly
244,1981,81,261,2022-09-30,2024-09-19,2022-09-20,55988,36358,5212,11460,2,24,5,11,30,Residential,Active,Quarterly
245,3167,73,343,2022-09-25,2024-09-14,2022-09-15,55127,78852,4558,18832,1,24,10,11,30,Commercial,Expired,Monthly
246,2209,16,895,2022-07-31,2025-07-15,2022-07-21,62807,179928,5575,11587,1,36,5,11,60,Residential,Active,Quarterly
247,1961,26,390,2021-10-30,2023-10-20,2021-10-20,65363,98323,4153,14572,2,24,5,6,60,Residential,Active,Monthly
248,338,41,903,2024-08-22,2025-07-18,2024-08-12,17685,156615,2711,39348,1,11,5,11,30,Residential,Expired,Monthly
249,3338,58,896,2021-09-25,2022-08-21,2021-09-15,43109,82245,3155,24085,1,11,5,11,60,Commercial,Active,Quarterly
250,2987,97,353,2022-07-28,2025-07-12,2022-07-18,39437,39029,5980,49212,2,36,10,6,60,Residential,Expired,Monthly
251,876,37,322,2021-03-27,2023-03-17,2021-03-17,22764,68242,2315,28083,2,24,5,6,30,Commercial,Active,Monthly
252,2024,26,210,2023-06-17,2024-05-12,2023-06-07,31468,153929,7946,31085,1,11,5,11,60,Residential,Expired,Monthly
253,301,11,473,2021-09-04,2024-08-19,2021-08-25,64241,75053,3039,37181,2,36,5,6,60,Residential,Active,Monthly
254,2077,59,119,2023-04-10,2026-03-25,2023-03-31,37350,170125,3712,39878,1,36,5,6,30,Commercial,Expired,Monthly
255,310,27,385,2024-12-08,2025-11-03,2024-11-28,34673,137097,2888,22097,2,11,10,6,30,Residential,Expired,Quarterly
256,2759,74,383,2023-01-23,2023-12-19,2023-01-13,34981,193120,5797,18775,2,11,5,11,60,Commercial,Expired,Quarterly
257,3944,13,783,2021-07-09,2022-06-04,2021-06-29,23547,151258,5826,13130,2,11,5,6,30,Residential,Active,Monthly
258,529,9,490,2021-05-23,2024-05-07,2021-05-13,30168,79419,7469,22458,2,36,5,11,30,Residential,Expired,Quarterly
259,4968,60,966,2024-05-23,2026-05-13,2024-05-13,36073,106115,7346,36425,2,24,10,11,30,Commercial,Expired,Quarterly
260,3431,16,493,2022-12-15,2023-11-10,2022-12-05,43727,104995,5744,36516,1,11,5,11,30,Commercial,Active,Monthly
261,2193,82,217,2021-06-01,2022-04-27,2021-05-22,29552,191303,6205,38966,2,11,5,6,30,Residential,Expired,Quarterly
262,779,65,790,2022-05-12,2023-04-07,2022-05-02,59157,179563,3615,46328,1,11,5,11,60,Residential,Expired,Monthly
263,3354,70,207,2023-09-23,2024-08-18,2023-09-13,62464,77227,6102,16830,2,11,5,6,60,Residential,Expired,Quarterly
264,898,99,816,2021-12-09,2024-11-23,2021-11-29,18314,179785,4682,36427,2,36,10,11,30,Commercial,Active,Monthly
265,4910,25,282,2024-12-07,2027-11-22,2024-11-27,18247,110320,3688,24754,1,36,10,6,60,Residential,Expired,Monthly
266,1842,10,902,2023-11-01,2026-10-16,2023-10-22,17602,55075,7816,17267,2,36,5,6,60,Residential,Active,Monthly
267,4306,6,470,2021-10-21,2024-10-05,2021-10-11,57326,54106,7954,26260,2,36,10,11,30,Residential,Active,Monthly
268,1463,85,721,2023-06-02,2026-05-17,2023-05-23,37244,143232,7742,42921,1,36,10,6,60,Residential,Active,Monthly
269,268,6,886,2024-08-10,2025-07-06,2024-07-31,45554,183497,5290,30003,2,11,5,6,60,Commercial,Expired,Monthly
270,1053,16,489,2022-05-20,2025-05-04,2022-05-10,46885,42493,7643,29145,2,36,10,11,60,Commercial,Expired,Quarterly
271,2480,44,696,2023-06-23,2025-06-12,2023-06-13,47185,60380,3126,22690,1,24,5,6,30,Residential,Active,Quarterly
272,3418,77,770,2023-10-16,2025-10-05,2023-10-06,33715,170536,3871,35940,2,24,10,11,30,Residential,Active,Monthly
273,3853,88,413,2024-06-25,2027-06-10,2024-06-15,58967,141026,2301,43625,2,36,5,6,60,Commercial,Active,Quarterly
274,683,19,455,2023-06-24,2025-06-13,2023-06-14,60523,131640,3312,18241,1,24,10,6,30,Commercial,Expired,Monthly
275,880,77,576,2022-06-14,2023-05-10,2022-06-04,47403,126036,2278,41763,1,11,10,11,30,Residential,Expired,Quarterly
276,2079,8,929,2022-07-31,2024-07-20,2022-07-21,59376,173945,7305,46531,2,24,10,6,30,Residential,Expired,Quarterly
277,964,9,26,2021-06-04,2023-05-25,2021-05-25,48481,31618,5291,19424,1,24,5,6,60,Commercial,Active,Quarterly
278,2860,59,990,2024-05-05,2027-04-20,2024-04-25,18733,164041,3953,46020,1,36,5,11,60,Commercial,Expired,Monthly
279,2824,81,212,2024-03-25,2026-03-15,2024-03-15,68723,70950,4057,17108,1,24,10,11,30,Commercial,Expired,Monthly
280,337,79,405,2024-03-21,2025-02-14,2024-03-11,62738,82606,7703,24401,1,11,10,11,30,Commercial,Active,Monthly
281,2235,49,265,2023-10-12,2025-10-01,2023-10-02,54858,108443,4670,22078,1,24,5,11,30,Commercial,Active,Quarterly
282,2851,25,506,2023-11-05,2024-09-30,2023-10-26,15243,31268,3289,28095,1,11,5,6,30,Residential,Active,Quarterly
283,4419,66,446,2021-08-03,2023-07-24,2021-07-24,54855,162430,4654,21767,1,24,5,6,60,Commercial,Expired,Monthly
284,4666,35,724,2021-02-14,2024-01-30,2021-02-04,49400,141471,6203,15456,2,36,5,11,60,Residential,Expired,Monthly
285,413,36,921,2021-01-23,2024-01-08,2021-01-13,30612,132136,6420,36556,2,36,10,6,60,Commercial,Active,Monthly
286,3116,68,845,2021-12-18,2022-11-13,2021-12-08,50896,161646,6631,33783,1,11,5,11,30,Residential,Expired,Monthly
287,537,15,506,2022-09-18,2023-08-14,2022-09-08,42695,55034,4778,10926,2,11,10,11,60,Residential,Active,Quarterly
288,4172,3,399,2024-12-07,2027-11-22,2024-11-27,65244,36443,2147,45219,1,36,10,6,60,Commercial,Expired,Monthly
289,3777,80,832,2024-11-11,2025-10-07,2024-11-01,40788,116780,3877,44270,2,11,10,6,60,Commercial,Active,Monthly
290,708,32,261,2021-01-27,2021-12-23,2021-01-17,64986,108036,4889,40278,1,11,5,6,30,Residential,Active,Monthly
291,1826,38,443,2023-12-10,2026-11-24,2023-11-30,20520,111464,3112,25128,1,36,10,11,30,Commercial,Expired,Monthly
292,1666,12,344,2021-03-04,2024-02-17,2021-02-22,35086,72105,3693,31478,1,36,10,11,30,Commercial,Expired,Monthly
293,3728,90,273,2023-03-22,2025-03-11,2023-03-12,25001,124224,4812,13550,2,24,5,11,30,Residential,Active,Quarterly
294,3916,22,865,2023-04-19,2026-04-03,2023-04-09,44643,39434,7877,21780,1,36,10,6,30,Residential,Active,Monthly
295,2265,38,518,2022-04-20,2025-04-04,2022-04-10,25191,175076,5158,42373,1,36,10,6,60,Commercial,Expired,Quarterly
296,3117,50,814,2022-06-09,2025-05-24,2022-05-30,61305,156483,6247,28332,2,36,5,11,60,Residential,Expired,Monthly
297,1248,55,395,2021-02-16,2024-02-01,2021-02-06,51603,119792,4934,12210,2,36,10,6,60,Commercial,Active,Monthly
298,2466,58,699,2023-12-18,2024-11-12,2023-12-08,53085,143995,4864,20776,2,11,10,11,60,Residential,Active,Monthly
299,2746,71,168,2024-08-08,2026-07-29,2024-07-29,33698,146697,3308,34258,1,24,10,11,30,Commercial,Active,Quarterly
300,4843,24,678,2024-07-31,2026-07-21,2024-07-21,26686,40514,3304,44677,2,24,5,11,30,Commercial,Expired,Monthly
301,754,31,177,2023-02-22,2024-01-18,2023-02-12,50666,95656,7539,39814,2,11,5,6,30,Residential,Expired,Monthly
302,3854,5,382,2021-11-07,2023-10-28,2021-10-28,57661,170419,5129,13833,1,24,10,11,60,Commercial,Active,Monthly
303,3630,34,782,2021-05-21,2023-05-11,2021-05-11,60254,172276,2265,25145,2,24,5,6,60,Commercial,Active,Monthly
304,4310,4,135,2024-06-14,2026-06-04,2024-06-04,37160,138906,7790,11436,2,24,10,6,30,Commercial,Active,Quarterly
305,2274,17,465,2021-10-05,2022-08-31,2021-09-25,61482,34770,5504,24026,2,11,5,6,30,Residential,Expired,Monthly
306,2829,49,250,2021-12-18,2023-12-08,2021-12-08,57634,179179,4053,42481,2,24,5,6,30,Commercial,Active,Monthly
307,321,52,666,2024-07-29,2025-06-24,2024-07-19,63606,47878,6595,25171,1,11,10,11,30,Commercial,Active,Monthly
308,3542,3,799,2022-03-14,2025-02-26,2022-03-04,58115,85825,3339,42599,2,36,5,11,60,Residential,Active,Quarterly
309,3261,54,588,2023-05-26,2024-04-20,2023-05-16,68396,94875,5098,41009,2,11,10,11,60,Commercial,Expired,Quarterly
310,2485,45,908,2023-09-04,2026-08-19,2023-08-25,34568,199276,4619,31886,2,36,10,11,60,Residential,Active,Monthly
311,145,22,858,2023-08-31,2024-07-26,2023-08-21,51954,78958,3359,25440,2,11,5,11,60,Commercial,Active,Quarterly
312,3907,69,84,2024-01-31,2024-12-26,2024-01-21,68009,194353,4011,47715,1,11,10,11,30,Residential,Expired,Quarterly
313,2504,25,636,2023-04-13,2024-03-08,2023-04-03,17351,129254,2246,13816,1,11,5,6,30,Residential,Expired,Monthly
314,2000,7,582,2021-10-27,2022-09-22,2021-10-17,33364,186351,2855,14531,2,11,10,6,60,Commercial,Active,Monthly
315,263,10,545,2024-12-20,2026-12-10,2024-12-10,32511,126879,4205,28420,1,24,10,6,30,Commercial,Active,Monthly
316,1946,87,533,2024-01-13,2026-12-28,2024-01-03,36640,150199,4328,10645,1,36,5,11,60,Residential,Expired,Monthly
317,3358,98,128,2021-01-10,2023-12-26,2020-12-31,42948,125686,5709,13640,1,36,5,11,60,Residential,Expired,Monthly
318,3762,29,525,2023-06-01,2025-05-21,2023-05-22,33091,147056,3587,49660,2,24,5,6,30,Commercial,Active,Monthly
319,2577,11,739,2022-06-05,2023-05-01,2022-05-26,16223,73167,3202,25426,1,11,5,6,60,Residential,Active,Monthly
320,1903,37,489,2023-02-15,2024-01-11,2023-02-05,26776,57920,3166,31886,1,11,5,11,60,Commercial,Expired,Quarterly
321,1808,51,135,2024-05-25,2026-05-15,2024-05-15,17957,192331,2883,46090,1,24,10,6,60,Commercial,Expired,Monthly
322,2121,100,164,2024-06-19,2026-06-09,2024-06-09,61134,106791,2328,48245,1,24,10,6,30,Commercial,Active,Quarterly
323,4639,27,30,2021-11-23,2022-10-19,2021-11-13,26250,149294,5544,29923,1,11,10,6,60,Commercial,Expired,Quarterly
324,98,17,572,2021-01-12,2021-12-08,2021-01-02,26569,51091,5979,49265,2,11,5,11,30,Commercial,Active,Monthly
325,3840,54,591,2021-05-07,2022-04-02,2021-04-27,31414,198885,6621,11338,2,11,10,6,30,Commercial,Expired,Quarterly
326,851,43,133,2024-04-12,2027-03-28,2024-04-02,54745,95014,2659,35162,2,36,10,11,60,Commercial,Active,Monthly
327,4325,42,852,2023-10-06,2024-08-31,2023-09-26,20572,60381,2288,36198,1,11,5,6,60,Commercial,Active,Monthly
328,557,68,741,2021-05-13,2022-04-08,2021-05-03,19864,182722,3821,47010,2,11,10,6,60,Commercial,Expired,Monthly
329,2069,70,463,2022-05-26,2025-05-10,2022-05-16,53146,188197,2301,15777,2,36,10,6,30,Residential,Expired,Quarterly
330,4291,76,824,2024-10-13,2025-09-08,2024-10-03,39607,46330,6986,22949,2,11,5,6,30,Residential,Expired,Quarterly
331,4591,5,431,2021-09-05,2024-08-20,2021-08-26,69531,33690,3214,45561,1,36,10,6,60,Commercial,Expired,Monthly
332,2207,21,269,2022-11-10,2024-10-30,2022-10-31,43420,166129,3174,41669,2,24,10,6,60,Commercial,Active,Quarterly
333,443,73,890,2022-02-18,2024-02-08,2022-02-08,42852,73600,2207,30238,2,24,5,6,60,Commercial,Active,Quarterly
334,93,84,629,2022-06-26,2025-06-10,2022-06-16,61506,166363,3580,37264,1,36,10,6,30,Commercial,Expired,Quarterly
335,3139,2,276,2023-11-19,2024-10-14,2023-11-09,54699,41101,2417,19764,1,11,5,6,30,Residential,Expired,Quarterly
336,4251,56,248,2021-06-03,2023-05-24,2021-05-24,38605,46815,5048,17877,2,24,5,11,60,Residential,Expired,Monthly
337,2846,13,176,2022-10-15,2023-09-10,2022-10-05,33018,41198,3200,42991,2,11,5,6,30,Commercial,Expired,Monthly
338,1416,74,271,2023-03-10,2026-02-22,2023-02-28,44450,130120,4298,45733,2,36,10,11,30,Residential,Active,Monthly
339,2071,87,40,2021-07-31,2023-07-21,2021-07-21,43771,122447,3896,48709,2,24,10,6,30,Commercial,Expired,Quarterly
340,479,72,185,2022-08-23,2024-08-12,2022-08-13,31229,110340,7119,40126,2,24,5,11,60,Commercial,Active,Quarterly
341,1376,61,26,2023-09-02,2026-08-17,2023-08-23,63258,107544,6691,11920,1,36,5,6,30,Residential,Expired,Monthly
342,2117,62,530,2021-07-22,2024-07-06,2021-07-12,47436,38130,2913,33102,2,36,10,6,30,Commercial,Active,Monthly
343,859,93,960,2022-01-28,2024-01-18,2022-01-18,19869,82534,5993,42414,1,24,10,11,60,Residential,Active,Quarterly
344,3098,22,290,2023-09-24,2024-08-19,2023-09-14,53692,33100,3402,49151,1,11,10,11,60,Residential,Expired,Quarterly
345,3482,26,568,2021-02-08,2023-01-29,2021-01-29,33080,129502,5206,14770,1,24,10,11,60,Commercial,Active,Quarterly
346,1507,5,41,2024-10-19,2026-10-09,2024-10-09,53315,159425,6698,40670,2,24,5,11,60,Residential,Active,Monthly
347,1300,42,407,2022-08-16,2023-07-12,2022-08-06,18563,64376,5130,16450,1,11,10,6,30,Residential,Active,Quarterly
348,885,80,419,2021-05-15,2024-04-29,2021-05-05,23965,143111,5113,14447,2,36,5,11,30,Residential,Active,Quarterly
349,701,50,441,2023-01-14,2025-01-03,2023-01-04,17870,191557,4046,42107,2,24,5,11,30,Residential,Active,Monthly
350,1948,66,431,2023-06-09,2024-05-04,2023-05-30,20500,56672,4037,34101,2,11,10,6,30,Commercial,Active,Monthly
351,2882,37,643,2021-03-26,2024-03-10,2021-03-16,27362,61337,4327,48488,2,36,10,11,30,Residential,Active,Quarterly
352,1492,68,76,2022-12-21,2025-12-05,2022-12-11,42940,132195,3349,15732,2,36,10,11,60,Commercial,Active,Quarterly
353,1559,62,995,2023-06-01,2026-05-16,2023-05-22,41345,52308,5312,43246,2,36,10,11,60,Residential,Active,Monthly
354,347,36,811,2022-10-09,2023-09-04,2022-09-29,45597,103698,5207,37732,1,11,10,11,30,Residential,Active,Quarterly
355,1409,45,243,2023-08-06,2025-07-26,2023-07-27,15831,193913,4972,16153,1,24,5,11,60,Commercial,Active,Monthly
356,38,78,418,2022-10-10,2024-09-29,2022-09-30,48727,127152,7139,42129,2,24,10,11,60,Residential,Active,Quarterly
357,1627,36,504,2023-07-20,2025-07-09,2023-07-10,61086,102798,6080,26041,2,24,10,6,60,Commercial,Active,Monthly
358,78,52,927,2024-09-28,2026-09-18,2024-09-18,64161,88230,2081,41477,1,24,10,11,30,Residential,Expired,Monthly
359,3328,61,198,2024-05-20,2025-04-15,2024-05-10,51194,100435,6719,13195,1,11,10,11,60,Commercial,Active,Monthly
360,3944,76,73,2024-05-04,2025-03-30,2024-04-24,51770,132761,3301,31177,2,11,10,6,30,Commercial,Active,Monthly
361,3364,92,643,2022-06-16,2023-05-12,2022-06-06,34189,125120,3446,27985,1,11,10,6,30,Residential,Expired,Monthly
362,3790,83,847,2022-05-08,2025-04-22,2022-04-28,37568,142224,6614,14890,1,36,5,6,30,Commercial,Expired,Monthly
363,2678,26,120,2024-07-11,2026-07-01,2024-07-01,64809,92055,3961,16638,2,24,10,11,60,Residential,Active,Monthly
364,1012,35,573,2022-06-05,2025-05-20,2022-05-26,68020,127702,5750,27256,2,36,10,6,30,Commercial,Expired,Quarterly
365,4545,83,375,2023-01-11,2024-12-31,2023-01-01,29841,40663,2111,42069,2,24,10,6,30,Commercial,Active,Monthly
366,513,5,802,2024-04-07,2027-03-23,2024-03-28,61995,192766,4205,33108,1,36,10,6,30,Residential,Active,Quarterly
367,4586,64,678,2023-06-18,2026-06-02,2023-06-08,41883,116218,7035,10755,2,36,5,11,30,Commercial,Expired,Quarterly
368,2504,76,955,2023-04-30,2025-04-19,2023-04-20,65315,107471,7289,13731,2,24,10,6,60,Commercial,Expired,Quarterly
369,1566,92,250,2021-07-13,2024-06-27,2021-07-03,62516,131099,7566,13108,1,36,10,11,60,Residential,Expired,Monthly
370,4257,13,136,2024-01-06,2025-12-26,2023-12-27,58243,185955,2130,32485,1,24,5,11,30,Commercial,Active,Monthly
371,3719,6,925,2023-03-09,2026-02-21,2023-02-27,60192,181351,4843,40699,2,36,10,6,60,Commercial,Expired,Quarterly
372,3232,29,388,2022-01-26,2024-01-16,2022-01-16,55846,108706,4241,14488,1,24,10,11,60,Commercial,Active,Monthly
373,149,62,342,2023-05-19,2026-05-03,2023-05-09,56206,63375,4726,47464,1,36,5,11,60,Commercial,Expired,Monthly
374,39,55,659,2023-06-29,2024-05-24,2023-06-19,39574,190541,4386,38519,1,11,10,11,60,Commercial,Active,Quarterly
375,3681,13,11,2022-10-28,2024-10-17,2022-10-18,68017,41066,2240,23327,1,24,10,11,60,Residential,Expired,Monthly
376,601,38,982,2021-05-27,2022-04-22,2021-05-17,24045,102484,2926,30022,2,11,5,6,60,Commercial,Expired,Quarterly
377,2127,69,763,2023-12-08,2025-11-27,2023-11-28,37459,162056,4448,44865,1,24,5,11,30,Residential,Expired,Quarterly
378,533,1,694,2024-05-09,2027-04-24,2024-04-29,37966,131945,4675,31552,2,36,10,6,30,Residential,Active,Monthly
379,2956,42,934,2023-02-13,2025-02-02,2023-02-03,52157,155588,7113,17426,2,24,10,11,60,Residential,Expired,Quarterly
380,2404,52,859,2021-04-07,2022-03-03,2021-03-28,52905,39226,5808,38732,2,11,10,6,30,Residential,Active,Quarterly
381,362,6,434,2022-04-21,2023-03-17,2022-04-11,60676,169714,2437,22859,2,11,5,11,60,Commercial,Expired,Monthly
382,4865,51,210,2024-06-21,2027-06-06,2024-06-11,58164,146073,7919,44751,1,36,5,11,60,Commercial,Expired,Quarterly
383,2124,84,954,2024-10-15,2026-10-05,2024-10-05,35824,168519,6234,48468,1,24,10,6,30,Commercial,Active,Quarterly
384,4185,100,248,2021-11-17,2023-11-07,2021-11-07,40630,190582,5276,13065,2,24,5,6,60,Residential,Expired,Monthly
385,787,22,979,2021-12-15,2022-11-10,2021-12-05,19827,153988,2080,23379,1,11,5,11,30,Residential,Active,Monthly
386,2436,85,746,2022-10-25,2024-10-14,2022-10-15,51377,195912,6185,33862,1,24,10,11,60,Residential,Expired,Quarterly
387,2351,22,309,2022-01-06,2023-12-27,2021-12-27,57694,133931,6984,13841,2,24,5,6,60,Commercial,Active,Quarterly
388,1603,43,917,2022-09-15,2024-09-04,2022-09-05,60633,163247,2707,17903,2,24,10,11,30,Commercial,Expired,Monthly
389,1001,85,235,2023-06-16,2025-06-05,2023-06-06,34238,136509,4120,46501,1,24,10,6,30,Residential,Active,Quarterly
390,1393,21,316,2023-12-31,2025-12-20,2023-12-21,64163,113464,3257,25555,2,24,10,6,30,Commercial,Expired,Monthly
391,3609,16,814,2022-11-30,2024-11-19,2022-11-20,43887,110760,7540,35008,2,24,5,11,60,Residential,Expired,Quarterly
392,3746,28,511,2023-01-06,2023-12-02,2022-12-27,58179,85520,3739,41711,2,11,10,11,30,Commercial,Active,Monthly
393,3022,90,213,2022-03-08,2025-02-20,2022-02-26,42734,59122,7043,14260,2,36,10,11,30,Residential,Active,Quarterly
